Designation	Conditions	Count	Percent
Dark	Ambient1vsHighTemp1	10	18.8679
Light	Ambient1vsHighTemp1	176	19.0065
Dark	Ambient3vsHighTemp3	32	60.3774
Light	Ambient3vsHighTemp3	559	60.3672
Dark	Ambient5vsHighTemp5	29	54.717
Light	Ambient5vsHighTemp5	363	39.2009
Dark	Total	53	1.31091
Light	Total	926	1.83945
