new_name	old_name	calicoblast	cnidocyte	epidermis_1	gastrodermis	gland_1	gland_2	neuron_1	neuron_2	precursors	unknown_1	unknown_2	unknown_3
Stylophora_pistillata_GAJOv1___8193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8194	Spis_XP_022788104_1	1.08614133368004	1	1.05701583476244	1.13165597479399	1	1	1.25634992751566	1	1	1	1.43553526562583	1
Stylophora_pistillata_GAJOv1___8195	Spis_XP_022788103_1	1.02777032833194	0.814113686238544	0.97222967166806	0.96724252855477	3.87437552525203	1.69846296972911	1.44506067785487	0.968394712130961	0.814113686238544	1.10680172103997	0.814113686238544	1.28507105008264
Stylophora_pistillata_GAJOv1___8196	Spis8196_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8197	Spis_XP_022788105_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8198.t1	Spis_XP_022788152_1	1.06137655649433	1.1176120029281	0.95467577047847	1.05328051493518	0.911209844970078	0.911209844970078	0.911209844970078	1.25819796879316	1.04532422952153	0.911209844970078	1.30807386683999	0.911209844970078
Stylophora_pistillata_GAJOv1___8199	Spis_XP_022788143_1	0.975402610938594	1.16117944660843	0.839068143719099	0.806988057123725	2.24853653562488	1.16838769836034	1.08751765359326	1.07780825381602	0.542020740958855	0.579277642967309	0.678261487211538	1.02459738906141
Stylophora_pistillata_GAJOv1___8200	Spis_XP_022788148_1	1.06507659634712	0.943028944044663	1.05697105595534	1.11859302313213	2.67451227043884	1.14686409439144	0.943028944044663	1.12174043777433	0.943028944044663	0.943028944044663	0.943028944044663	0.943028944044663
Stylophora_pistillata_GAJOv1___8201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8202	Spis_XP_022788155_1	1.05152312552746	1	1.05701583476244	1.04653955132207	1	1	1.40722281177236	1	1	1	1	1
Stylophora_pistillata_GAJOv1___8204	Spis_XP_022788144_1	0.968311491135078	0.853300897212422	1.02110791729001	1.04280235797095	0.853300897212422	1.33470632627798	0.853300897212422	0.853300897212422	0.978892082709988	1.24137442866051	1.22494353013859	1.85042784588509
