tissue	tissue_color	metacell	metacell_color	cell	cell_color	broadcell	broadcell_color
adult	#fb9a99	93	aquamarine1	neuron_unclass9	aquamarine1	neuron	skyblue
adult	#fb9a99	94	aquamarine1	neuron_unclass9	aquamarine1	neuron	skyblue
adult	#fb9a99	95	darkslategray4	neuron_unclass10	darkslategray4	neuron	skyblue
adult	#fb9a99	96	darkslategray1	neuron_unclass13	darkslategray1	neuron	skyblue
adult	#fb9a99	97	darkslategray1	neuron_unclass13	darkslategray1	neuron	skyblue
adult	#fb9a99	98	lightblue1	neuron_unclass15	lightblue1	neuron	skyblue
adult	#fb9a99	99	turquoise4	neuron_unk5	turquoise4	neuron	skyblue
adult	#fb9a99	100	cadetblue4	neuron_unk6	cadetblue4	neuron	skyblue
adult	#fb9a99	101	turquoise2	neuron_unk7	turquoise2	neuron	skyblue
adult	#fb9a99	102	turquoise2	neuron_unk7	turquoise2	neuron	skyblue
adult	#fb9a99	103	turquoise1	neuron_unk8	turquoise1	neuron	skyblue
adult	#fb9a99	104	turquoise	neuron_unk9	turquoise	neuron	skyblue
adult	#fb9a99	105	skyblue	neuron_unk10	skyblue	neuron	skyblue
adult	#fb9a99	106	skyblue1	neuron_unk11	skyblue1	neuron	skyblue
adult	#fb9a99	107	skyblue2	neuron_unk12	skyblue2	neuron	skyblue
adult	#fb9a99	108	skyblue3	neuron_unk13	skyblue3	neuron	skyblue
adult	#fb9a99	109	steelblue3	neuron_unk14	steelblue3	neuron	skyblue
adult	#fb9a99	110	steelblue3	neuron_unk14	steelblue3	neuron	skyblue
adult	#fb9a99	111	steelblue3	neuron_unk14	steelblue3	neuron	skyblue
adult	#fb9a99	112	skyblue4	neuron_unk15	skyblue4	neuron	skyblue
adult	#fb9a99	113	darkblue	neuron_unk16	darkblue	neuron	skyblue
adult	#fb9a99	114	darkblue	neuron_unk16	darkblue	neuron	skyblue
adult	#fb9a99	115	midnightblue	neuron_unk17	midnightblue	neuron	skyblue
adult	#fb9a99	116	mediumblue	neuron_unk18	mediumblue	neuron	skyblue
adult	#fb9a99	117	chocolate	gland_secretory_U1	chocolate	gland	orange1
adult	#fb9a99	118	chocolate1	gland_secretory_U2	chocolate1	gland	orange1
adult	#fb9a99	119	chocolate2	gland_secretory_U3	chocolate2	gland	orange1
adult	#fb9a99	120	chocolate2	gland_secretory_U3	chocolate2	gland	orange1
adult	#fb9a99	121	chocolate3	gland_secretory_U4	chocolate3	gland	orange1
adult	#fb9a99	122	coral4	gland_secretory_U5	coral4	gland	orange1
adult	#fb9a99	123	chocolate4	gland_secretory_U6	chocolate4	gland	orange1
adult	#fb9a99	124	coral1	gland_secretory_U7	coral1	gland	orange1
adult	#fb9a99	125	coral3	gland_secretory_U9	coral3	gland	orange1
adult	#fb9a99	126	coral	gland_secretory_U11	coral	gland	orange1
adult	#fb9a99	127	darkorange3	gland_secretory_U14	darkorange3	gland	orange1
adult	#fb9a99	128	darkorange3	gland_secretory_U14	darkorange3	gland	orange1
adult	#fb9a99	129	darkorange2	gland_secretory_U15	darkorange2	gland	orange1
adult	#fb9a99	130	darkorange1	gland_secretory_U16	darkorange1	gland	orange1
adult	#fb9a99	131	darkorange	gland_secretory_U17	darkorange	gland	orange1
adult	#fb9a99	132	darkorange	gland_secretory_U17	darkorange	gland	orange1
adult	#fb9a99	133	darkorange	gland_secretory_U17	darkorange	gland	orange1
adult	#fb9a99	134	sienna2	gland_secretory_U19	sienna2	gland	orange1
adult	#fb9a99	135	sienna3	gland_secretory_U20	sienna3	gland	orange1
adult	#fb9a99	136	tan3	gland_secretory_1A	tan3	gland	orange1
adult	#fb9a99	137	tan3	gland_secretory_1A	tan3	gland	orange1
adult	#fb9a99	138	tan3	gland_secretory_1A	tan3	gland	orange1
adult	#fb9a99	139	tan4	gland_secretory_1B	tan4	gland	orange1
adult	#fb9a99	140	tan2	gland_secretory_2	tan2	gland	orange1
adult	#fb9a99	141	tan1	gland_secretory_3	tan1	gland	orange1
adult	#fb9a99	142	sandybrown	gland_secretory_4	sandybrown	gland	orange1
adult	#fb9a99	143	orange1	gland_secretory_5	orange1	gland	orange1
adult	#fb9a99	144	orange2	gland_secretory_6	orange2	gland	orange1
adult	#fb9a99	145	orange2	gland_secretory_6	orange2	gland	orange1
adult	#fb9a99	146	orange3	gland_secretory_8	orange3	gland	orange1
adult	#fb9a99	147	orange4	gland_secretory_9	orange4	gland	orange1
