tissue	tissue_color	metacell	metacell_color	cell	cell_color	broadcell	broadcell_color
adult	#fb9a99	181	gray44	unknown	gray44	unknown	gray44
adult	#fb9a99	182	gray44	unknown	gray44	unknown	gray44
adult	#fb9a99	183	khaki3	immune_1	khaki3	immune	khaki3
adult	#fb9a99	184	khaki4	immune_2	khaki4	immune	khaki3
larva	#b2df8a	1	plum3	cnidocyte	plum3	cnidocyte	plum3
larva	#b2df8a	2	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	3	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	4	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	5	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	6	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	7	chartreuse4	gastrodermis_1	chartreuse4	gastrodermis	chartreuse4
larva	#b2df8a	8	chartreuse3	gastrodermis_2	chartreuse3	gastrodermis	chartreuse4
larva	#b2df8a	9	firebrick3	digestive_filaments	firebrick3	digestive	firebrick3
larva	#b2df8a	10	turquoise3	epidermis	turquoise3	epidermis	turquoise3
larva	#b2df8a	11	turquoise3	epidermis	turquoise3	epidermis	turquoise3
larva	#b2df8a	12	turquoise3	epidermis	turquoise3	epidermis	turquoise3
larva	#b2df8a	13	turquoise3	epidermis	turquoise3	epidermis	turquoise3
larva	#b2df8a	14	dodgerblue	neuron_1	dodgerblue	neuron	dodgerblue
larva	#b2df8a	15	steelblue4	neuron_2	steelblue4	neuron	dodgerblue
larva	#b2df8a	16	steelblue4	neuron_2	steelblue4	neuron	dodgerblue
larva	#b2df8a	17	orange1	gland_1	orange1	gland	orange1
larva	#b2df8a	18	chocolate2	gland_2	chocolate2	gland	orange1
larva	#b2df8a	19	darkorange3	gland_3	darkorange3	gland	orange1
larva	#b2df8a	20	gray45	unknown_1	gray45	unknown	gray45
larva	#b2df8a	21	gray50	unknown_2	gray50	unknown	gray45
larva	#b2df8a	22	gray55	unknown_3	gray55	unknown	gray45
larva	#b2df8a	23	gray60	unknown_4	gray60	unknown	gray45
larva	#b2df8a	24	gray65	unknown_5	gray65	unknown	gray45
larva	#b2df8a	25	gray40	unknown_6	gray40	unknown	gray45
larva	#b2df8a	26	gray40	unknown_6	gray40	unknown	gray45
larva	#b2df8a	27	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	28	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	29	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	30	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	31	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	32	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	33	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	34	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	35	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	36	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	37	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	38	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	39	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	40	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	41	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	42	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	43	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	44	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	45	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	46	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	47	burlywood3	precursors	burlywood3	precursors	burlywood3
larva	#b2df8a	48	burlywood3	precursors	burlywood3	precursors	burlywood3
polyp	#a6cee3	1	plum3	cnidocyte	plum3	cnidocyte	plum3
polyp	#a6cee3	2	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	3	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	4	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	5	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	6	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	7	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	8	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	9	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	10	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	11	chartreuse4	gastrodermis	chartreuse4	gastrodermis	chartreuse4
polyp	#a6cee3	12	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	13	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	14	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	15	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	16	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	17	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	18	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	19	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	20	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	21	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	22	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	23	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	24	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	25	turquoise3	epidermis_1	turquoise3	epidermis	turquoise3
polyp	#a6cee3	26	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	27	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	28	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	29	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	30	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	31	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	32	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	33	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	34	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	35	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	36	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	37	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	38	purple3	calicoblast	purple3	calicoblast	purple3
polyp	#a6cee3	39	dodgerblue4	neuron_1	dodgerblue4	neuron	dodgerblue4
polyp	#a6cee3	40	steelblue4	neuron_2	steelblue4	neuron	dodgerblue4
polyp	#a6cee3	41	darkorange4	gland_1	darkorange4	gland	darkorange4
polyp	#a6cee3	42	darkorange	gland_2	darkorange	gland	darkorange4
polyp	#a6cee3	43	darkorange	gland_2	darkorange	gland	darkorange4
polyp	#a6cee3	44	gray50	unknown_1	gray50	unknown	gray50
polyp	#a6cee3	45	gray60	unknown_2	gray60	unknown	gray50
polyp	#a6cee3	46	gray70	unknown_3	gray70	unknown	gray50
polyp	#a6cee3	47	burlywood1	precursors	burlywood1	precursors	burlywood1
