gene	cell_type	FC	Species	Lifestage
Spis_LOC111329579	neuron_10	44.1636936381684	Spis	Adult
Spis_LOC111329830	neuron_14	23.541911257571	Spis	Adult
Spis_LOC111329831	neuron_5	12.2870282310195	Spis	Adult
Spis_LOC111330026	neuron_12	11.8286693970366	Spis	Adult
Spis_LOC111330475	neuron_3	9.05620722433607	Spis	Adult
Spis_LOC111330532	neuron_11	24.138549488813	Spis	Adult
Spis_LOC111332860	gland_5	11.580054910472	Spis	Adult
Spis_LOC111335082	neuron_14	9.12126355960953	Spis	Adult
Spis_LOC111335995	gland_6	12.4065089645351	Spis	Adult
Spis_LOC111336359	neuron_8	11.8940537492227	Spis	Adult
Spis_LOC111338854	gland_9	18.7544397948503	Spis	Adult
Spis_LOC111339052	gland_2	21.2243543960847	Spis	Adult
Spis_LOC111340543	neuron_7	27.1193611834741	Spis	Adult
Spis_LOC111340631	neuron_1	9.5148143152006	Spis	Adult
Spis_LOC111340989	neuron_7	44.0657942822374	Spis	Adult
Spis_LOC111341536	neuron_7	10.9253318374879	Spis	Adult
Spis_LOC111345711	immune_1	11.4297962986458	Spis	Adult
Spis_XP_022777441_1	gastrodermis_musclelike	6.74927867728979	Spis	Adult
Spis_XP_022777980_1	gastrodermis_musclelike	7.60236392575627	Spis	Adult
Spis_XP_022779205_1	immune_2	27.1809410291654	Spis	Adult
Spis_XP_022779497_1	mitotic_host_cells	23.5303162142195	Spis	Adult
Spis_XP_022779498_1	mitotic_host_cells	6.77925326320135	Spis	Adult
Spis_XP_022779499_1	mitotic_host_cells	8.93817941392183	Spis	Adult
Spis_XP_022779557_1	alga.hosting_cells	10.1100380394136	Spis	Adult
Spis_XP_022779566_1	unknown	30.5986616969394	Spis	Adult
Spis_XP_022779822_1	digestive_filaments	4.84116904025149	Spis	Adult
Spis_XP_022779869_1	epidermis_2	6.14027708679206	Spis	Adult
Spis_XP_022780084_1	neuron_12	21.5612084009934	Spis	Adult
Spis_XP_022780538_1	neuron_14	8.12937340251817	Spis	Adult
Spis_XP_022780833_1	gland_1	8.23744509383901	Spis	Adult
Spis_XP_022780859_1	neuron_5	21.6592495145501	Spis	Adult
Spis_XP_022781155_1	gland_9	10.8139641998063	Spis	Adult
Spis_XP_022781196_1	gland_2	20.6210215955046	Spis	Adult
Spis_XP_022781244_1	gland_7	22.084239737579	Spis	Adult
Spis_XP_022781270_1	neuron_11	7.58937943116259	Spis	Adult
Spis_XP_022781821_1	neuron_6	59.6439963555597	Spis	Adult
Spis_XP_022781901_1	germline_sperm	32.0181820734198	Spis	Adult
Spis_XP_022782002_1	neuron_2	14.2657149256979	Spis	Adult
Spis_XP_022782026_1	alga.hosting_cells	10.4278776021697	Spis	Adult
Spis_XP_022782172_1	gland_2	44.7852837209299	Spis	Adult
Spis_XP_022782222_1	epidermis_2	7.18660235185292	Spis	Adult
Spis_XP_022782337_1	neuron_10	10.1295980307945	Spis	Adult
Spis_XP_022783143_1	epidermis_2	5.72240916955778	Spis	Adult
Spis_XP_022783192_1	gland_6	18.8011241579292	Spis	Adult
Spis_XP_022783202_1	gastrodermis_musclelike	8.17572088584338	Spis	Adult
Spis_XP_022783353_1	neuron_13	16.9524656341619	Spis	Adult
Spis_XP_022783415_1	calicoblast	21.4380462645915	Spis	Adult
Spis_XP_022783652_1	gland_5	90.9998226526095	Spis	Adult
Spis_XP_022783679_1	gland_5	17.9740234403649	Spis	Adult
Spis_XP_022783886_1	gland_3_digestive	15.6371901253673	Spis	Adult
Spis_XP_022783910_1	gland_3_digestive	19.9037033187638	Spis	Adult
Spis_XP_022784042_1	gland_3_digestive	10.632251274238	Spis	Adult
Spis_XP_022784069_1	gland_3_digestive	14.8507166980895	Spis	Adult
Spis_XP_022784214_1	neuron_5	13.674439450101	Spis	Adult
Spis_XP_022784397_1	gastrodermis	4.88797168482925	Spis	Adult
Spis_XP_022784809_1	neuron_9	8.2723250538726	Spis	Adult
Spis_XP_022784831_1	neuron_9	62.9111174334363	Spis	Adult
Spis_XP_022784864_1	neuron_2	8.01473974590191	Spis	Adult
Spis_XP_022785063_1	neuron_8	9.32914465895572	Spis	Adult
Spis_XP_022785263_1	alga.hosting_cells	6.33163805549419	Spis	Adult
Spis_XP_022785362_1	neuron_8	31.9988816006224	Spis	Adult
Spis_XP_022785869_1	neuron_3	11.176717232403	Spis	Adult
Spis_XP_022786096_1	neuron_13	19.1715971712717	Spis	Adult
Spis_XP_022786186_1	epidermis_2	7.37132925638032	Spis	Adult
Spis_XP_022786238_1	epidermis_1	6.75570159210805	Spis	Adult
Spis_XP_022786242_1	gland_10	8.36523519124469	Spis	Adult
Spis_XP_022786365_1	gland_1	17.7962295875474	Spis	Adult
Spis_XP_022786458_1	gland_5	18.2846613927352	Spis	Adult
Spis_XP_022786665_1	digestive_filaments	4.89095643896918	Spis	Adult
Spis_XP_022786709_1	alga.hosting_cells	23.1382934097344	Spis	Adult
Spis_XP_022786917_1	alga.hosting_cells	26.3656642575804	Spis	Adult
Spis_XP_022786985_1	gland_5	22.4409915645102	Spis	Adult
Spis_XP_022786995_1	neuron_14	6.59770015607551	Spis	Adult
Spis_XP_022787013_1	mitotic_host_cells	9.11892134167878	Spis	Adult
Spis_XP_022787039_1	gastrodermis	5.32016883358086	Spis	Adult
Spis_XP_022787167_1	gland_8	22.5129945183329	Spis	Adult
Spis_XP_022787216_1	immune_1	7.96176888139845	Spis	Adult
Spis_XP_022787225_1	alga.hosting_cells	9.06501194544654	Spis	Adult
Spis_XP_022787371_1	cnidocyte	16.4664192406848	Spis	Adult
Spis_XP_022787668_1	neuron_9	9.13034999004675	Spis	Adult
Spis_XP_022787678_1	digestive_filaments	5.49551746379226	Spis	Adult
Spis_XP_022788034_1	gastrodermis_musclelike	6.68172786755758	Spis	Adult
Spis_XP_022788045_1	gland_9	15.1325129574209	Spis	Adult
Spis_XP_022788102_1	gastrodermis_musclelike	5.33574684640924	Spis	Adult
Spis_XP_022788291_1	gland_7	80.1812079881321	Spis	Adult
Spis_XP_022788292_1	gland_10	21.7956492351767	Spis	Adult
Spis_XP_022788444_1	neuron_11	5.63076729121415	Spis	Adult
Spis_XP_022788453_1	calicoblast	9.25957769344418	Spis	Adult
Spis_XP_022788474_1	neuron_1	16.4166098682082	Spis	Adult
Spis_XP_022788643_1	gland_1	5.54471320762841	Spis	Adult
Spis_XP_022788733_1	neuron_12	12.0000804164896	Spis	Adult
Spis_XP_022788743_1	neuron_6	28.1659979238735	Spis	Adult
Spis_XP_022788873_1	gland_4	7.54111287526258	Spis	Adult
Spis_XP_022789071_1	neuron_8	8.19800123277022	Spis	Adult
Spis_XP_022789093_1	alga.hosting_cells	6.93809346885694	Spis	Adult
Spis_XP_022789336_1	neuron_12	8.58810996382939	Spis	Adult
Spis_XP_022789489_1	cnidocyte	9.28240511113522	Spis	Adult
Spis_XP_022789491_1	cnidocyte	13.0160554146165	Spis	Adult
Spis_XP_022789499_1	cnidocyte	21.8531324580291	Spis	Adult
Spis_XP_022789587_1	germline_sperm	18.3955917301304	Spis	Adult
Spis_XP_022789688_1	unknown	18.4448318409707	Spis	Adult
Spis_XP_022789719_1	neuron_7	6.91961220587327	Spis	Adult
Spis_XP_022789892_1	epidermis_1	5.98761306024573	Spis	Adult
Spis_XP_022789920_1	neuron_7	6.23724592770652	Spis	Adult
Spis_XP_022790202_1	neuron_2	13.2186974584984	Spis	Adult
Spis_XP_022790329_1	gland_1	106.289703238952	Spis	Adult
Spis_XP_022790491_1	neuron_10	7.38972743694854	Spis	Adult
Spis_XP_022790549_1	neuron_12	9.70413212342041	Spis	Adult
Spis_XP_022790552_1	neuron_12	14.0147450649048	Spis	Adult
Spis_XP_022790685_1	gland_6	6.43491002714198	Spis	Adult
Spis_XP_022790776_1	gland_7	6.03200035221288	Spis	Adult
Spis_XP_022790832_1	gland_10	7.66263292640677	Spis	Adult
Spis_XP_022791001_1	gland_8	55.919385041787	Spis	Adult
Spis_XP_022791269_1	gland_1	7.27953395300798	Spis	Adult
Spis_XP_022791277_1	gland_10	43.9225389256286	Spis	Adult
Spis_XP_022791558_1	neuron_12	17.864267285603	Spis	Adult
Spis_XP_022791880_1	gland_7	24.6255538123187	Spis	Adult
Spis_XP_022792148_1	neuron_14	11.4193313155535	Spis	Adult
Spis_XP_022793344_1	gland_3_digestive	35.6057117878557	Spis	Adult
Spis_XP_022793367_1	gland_9	107.45174334996	Spis	Adult
Spis_XP_022793409_1	mitotic_host_cells	34.5611465783615	Spis	Adult
Spis_XP_022793420_1	gastrodermis	6.33383713714281	Spis	Adult
Spis_XP_022793540_1	gland_5	9.02140294398754	Spis	Adult
Spis_XP_022793586_1	gland_2	15.7718385959703	Spis	Adult
Spis_XP_022793600_1	neuron_13	15.8083938123084	Spis	Adult
Spis_XP_022793606_1	calicoblast	11.4422339515171	Spis	Adult
Spis_XP_022793819_1	germline_sperm	20.3649149219571	Spis	Adult
Spis_XP_022793834_1	immune_1	12.9700537839393	Spis	Adult
Spis_XP_022793850_1	immune_1	31.2958650676672	Spis	Adult
Spis_XP_022793852_1	neuron_4	14.6777850004139	Spis	Adult
Spis_XP_022793915_1	neuron_10	9.68570389048388	Spis	Adult
Spis_XP_022794104_1	cnidocyte	11.9589451206381	Spis	Adult
Spis_XP_022794132_1	neuron_5	9.31085044607496	Spis	Adult
Spis_XP_022794301_1	neuron_2	41.3721367017412	Spis	Adult
Spis_XP_022794323_1	neuron_2	16.297517644773	Spis	Adult
Spis_XP_022794326_1	neuron_2	11.0830080372661	Spis	Adult
Spis_XP_022794351_1	gastrodermis	4.99463452173403	Spis	Adult
Spis_XP_022794354_1	gland_1	45.2798893250422	Spis	Adult
Spis_XP_022794543_1	epidermis_1	4.76981661684669	Spis	Adult
Spis_XP_022795168_1	gland_6	120.789847493197	Spis	Adult
Spis_XP_022795243_1	gastrodermis_musclelike	5.81427102879045	Spis	Adult
Spis_XP_022795294_1	gland_10	12.7222577523066	Spis	Adult
Spis_XP_022795296_1	gland_10	7.3121228893902	Spis	Adult
Spis_XP_022795301_1	digestive_filaments	5.87720389834606	Spis	Adult
Spis_XP_022795331_1	neuron_11	9.58212239958037	Spis	Adult
Spis_XP_022795719_1	cnidocyte	18.0491030844645	Spis	Adult
Spis_XP_022795723_1	neuron_13	17.1265702773929	Spis	Adult
Spis_XP_022795842_1	immune_2	33.5776421382832	Spis	Adult
Spis_XP_022795854_1	gland_6	9.57976509634373	Spis	Adult
Spis_XP_022795855_1	immune_2	23.8501905754538	Spis	Adult
Spis_XP_022795935_1	gland_2	65.6672967123836	Spis	Adult
Spis_XP_022795974_1	gland_4	35.6059575220159	Spis	Adult
Spis_XP_022796049_1	neuron_8	20.3290688001697	Spis	Adult
Spis_XP_022796495_1	digestive_filaments	4.0507041551509	Spis	Adult
Spis_XP_022796525_1	neuron_14	12.3327424394221	Spis	Adult
Spis_XP_022796708_1	alga.hosting_cells	11.9680042040058	Spis	Adult
Spis_XP_022797157_1	neuron_12	8.36077467545072	Spis	Adult
Spis_XP_022797242_1	digestive_filaments	6.28095103868497	Spis	Adult
Spis_XP_022797264_1	epidermis_1	4.28269484662639	Spis	Adult
Spis_XP_022797363_1	neuron_5	15.6623841092707	Spis	Adult
Spis_XP_022797422_1	cnidocyte	38.5024539314801	Spis	Adult
Spis_XP_022797425_1	cnidocyte	12.3424222921848	Spis	Adult
Spis_XP_022797428_1	gland_6	70.6077220932595	Spis	Adult
Spis_XP_022797443_1	epidermis_2	8.08787274744643	Spis	Adult
Spis_XP_022797688_1	gland_3_digestive	34.1679329045824	Spis	Adult
Spis_XP_022797898_1	gland_3_digestive	16.3255090928851	Spis	Adult
Spis_XP_022798020_1	gland_6	23.0167895367461	Spis	Adult
Spis_XP_022798199_1	neuron_6	16.0452004653935	Spis	Adult
Spis_XP_022798226_1	germline_sperm	19.9768519800014	Spis	Adult
Spis_XP_022798355_1	neuron_6	12.6206245954379	Spis	Adult
Spis_XP_022798397_1	neuron_13	98.4143928390022	Spis	Adult
Spis_XP_022798424_1	epidermis_1	18.4900570907183	Spis	Adult
Spis_XP_022798459_1	gland_2	16.2064847195597	Spis	Adult
Spis_XP_022798497_1	gland_2	29.9643779408636	Spis	Adult
Spis_XP_022798553_1	immune_1	9.84691595051251	Spis	Adult
Spis_XP_022798554_1	neuron_6	117.982944064485	Spis	Adult
Spis_XP_022798683_1	gland_4	15.7432122519015	Spis	Adult
Spis_XP_022798902_1	gland_7	6.08890897196839	Spis	Adult
Spis_XP_022799053_1	gland_9	11.0147334715011	Spis	Adult
Spis_XP_022799073_1	immune_2	16.7767278422251	Spis	Adult
Spis_XP_022799082_1	calicoblast	11.2758629911141	Spis	Adult
Spis_XP_022799114_1	neuron_11	5.31796392218958	Spis	Adult
Spis_XP_022799178_1	gland_3_digestive	20.5819136187841	Spis	Adult
Spis_XP_022799181_1	gland_1	16.0732170874311	Spis	Adult
Spis_XP_022799183_1	gland_1	6.65911420343818	Spis	Adult
Spis_XP_022799209_1	gland_5	7.00723984854944	Spis	Adult
Spis_XP_022799249_1	neuron_10	7.47177671750574	Spis	Adult
Spis_XP_022799272_1	gland_3_digestive	12.0486946517562	Spis	Adult
Spis_XP_022799305_1	gland_7	18.1075340640709	Spis	Adult
Spis_XP_022799416_1	cnidocyte	12.1308576688858	Spis	Adult
Spis_XP_022799427_1	germline_sperm	192.786191746581	Spis	Adult
Spis_XP_022799527_1	digestive_filaments	5.55511931824232	Spis	Adult
Spis_XP_022799529_1	digestive_filaments	5.36489603281609	Spis	Adult
Spis_XP_022799822_1	gland_4	9.657305778829	Spis	Adult
Spis_XP_022799949_1	gastrodermis	5.09715696153457	Spis	Adult
Spis_XP_022800008_1	gland_2	10.7794632199779	Spis	Adult
Spis_XP_022800023_1	neuron_4	10.7052772648104	Spis	Adult
Spis_XP_022800024_1	neuron_4	14.5780268165032	Spis	Adult
Spis_XP_022800420_1	neuron_5	9.2239066825155	Spis	Adult
Spis_XP_022800545_1	neuron_11	5.94783836654385	Spis	Adult
Spis_XP_022801030_1	mitotic_host_cells	9.23536594908876	Spis	Adult
Spis_XP_022801045_1	immune_2	24.126350834899	Spis	Adult
Spis_XP_022801053_1	immune_2	14.5791623663405	Spis	Adult
Spis_XP_022801064_1	immune_2	53.9730173102938	Spis	Adult
Spis_XP_022801100_1	neuron_12	59.0128145958518	Spis	Adult
Spis_XP_022801217_1	gland_10	9.94872638995076	Spis	Adult
Spis_XP_022801333_1	calicoblast	11.8525699498075	Spis	Adult
Spis_XP_022801475_1	epidermis_1	5.47556278071313	Spis	Adult
Spis_XP_022801593_1	neuron_13	13.885501854868	Spis	Adult
Spis_XP_022801659_1	neuron_2	7.86201624824724	Spis	Adult
Spis_XP_022801783_1	germline_sperm	42.2644039961371	Spis	Adult
Spis_XP_022801838_1	gland_6	17.1175271690726	Spis	Adult
Spis_XP_022802226_1	gland_4	26.7029031360283	Spis	Adult
Spis_XP_022802232_1	gland_4	22.3216644169396	Spis	Adult
Spis_XP_022802271_1	unknown	18.5038053311102	Spis	Adult
Spis_XP_022802816_1	gland_9	10.1506282067292	Spis	Adult
Spis_XP_022802936_1	immune_1	22.4163385394672	Spis	Adult
Spis_XP_022802946_1	immune_2	11.5191062338606	Spis	Adult
Spis_XP_022803036_1	gastrodermis	5.19950827862889	Spis	Adult
Spis_XP_022803038_1	gastrodermis	5.3942286732665	Spis	Adult
Spis_XP_022803366_1	neuron_2	8.35197270414251	Spis	Adult
Spis_XP_022803401_1	germline_sperm	37.3369827110436	Spis	Adult
Spis_XP_022803641_1	neuron_7	5.87311614240456	Spis	Adult
Spis_XP_022803773_1	epidermis_1	4.98860371338547	Spis	Adult
Spis_XP_022803774_1	epidermis_1	5.51761968051015	Spis	Adult
Spis_XP_022803817_1	gland_3_digestive	12.0807318116934	Spis	Adult
Spis_XP_022803853_1	epidermis_2	6.4952157434266	Spis	Adult
Spis_XP_022803870_1	calicoblast	8.15753124123714	Spis	Adult
Spis_XP_022804025_1	mitotic_host_cells	6.9330705551928	Spis	Adult
Spis_XP_022804348_1	neuron_2	11.125522000703	Spis	Adult
Spis_XP_022805023_1	unknown	27.1794253675635	Spis	Adult
Spis_XP_022805129_1	neuron_8	11.8647995761244	Spis	Adult
Spis_XP_022805130_1	neuron_8	10.2723910544738	Spis	Adult
Spis_XP_022805241_1	epidermis_2	5.39794607122629	Spis	Adult
Spis_XP_022805309_1	gastrodermis_musclelike	8.8106192630115	Spis	Adult
Spis_XP_022805345_1	gland_7	6.20817777552566	Spis	Adult
Spis_XP_022805424_1	neuron_10	8.6246284710837	Spis	Adult
Spis_XP_022805563_1	neuron_10	14.9489427798711	Spis	Adult
Spis_XP_022805592_1	neuron_8	7.65551236488042	Spis	Adult
Spis_XP_022805597_1	neuron_4	8.71644310718025	Spis	Adult
Spis_XP_022805628_1	neuron_13	18.6941798719263	Spis	Adult
Spis_XP_022805663_1	gland_8	6.86165604520974	Spis	Adult
Spis_XP_022805721_1	gastrodermis	4.77785094716435	Spis	Adult
Spis_XP_022805878_1	immune_1	8.03553999995813	Spis	Adult
Spis_XP_022806051_1	gastrodermis_musclelike	6.59069090424859	Spis	Adult
Spis_XP_022806141_1	alga.hosting_cells	8.31690773895454	Spis	Adult
Spis_XP_022806173_1	gland_9	41.1476635817092	Spis	Adult
Spis_XP_022806608_1	germline_sperm	40.05168449408	Spis	Adult
Spis_XP_022806782_1	gland_9	13.0831271630806	Spis	Adult
Spis_XP_022806845_1	digestive_filaments	10.6168260003762	Spis	Adult
Spis_XP_022807103_1	gland_4	7.29107198204823	Spis	Adult
Spis_XP_022807111_1	immune_1	7.92638371435791	Spis	Adult
Spis_XP_022807394_1	neuron_11	9.00719905651903	Spis	Adult
Spis_XP_022807866_1	gland_1	15.4317309620631	Spis	Adult
Spis_XP_022807872_1	gland_1	17.7047403206467	Spis	Adult
Spis_XP_022808027_1	gland_4	19.1331740966509	Spis	Adult
Spis_XP_022808226_1	gland_8	5.96660371412771	Spis	Adult
Spis_XP_022808236_1	gland_9	33.193909607302	Spis	Adult
Spis_XP_022808637_1	neuron_6	17.5154222373687	Spis	Adult
Spis_XP_022808967_1	gland_5	7.55453376914347	Spis	Adult
Spis_XP_022809335_1	neuron_1	9.76665657966385	Spis	Adult
Spis_XP_022810150_1	neuron_5	10.7708415463849	Spis	Adult
Spis_XP_022810159_1	neuron_4	7.67792130388612	Spis	Adult
Spis_XP_022810190_1	unknown	17.5668325482136	Spis	Adult
orphan_peak_10644	neuron_14	7.94623972808843	Spis	Adult
orphan_peak_11567	neuron_8	8.67461469263731	Spis	Adult
orphan_peak_11821	immune_1	10.4666718763358	Spis	Adult
orphan_peak_12721	gland_6	6.60565885815158	Spis	Adult
orphan_peak_13429	unknown	31.6902816249415	Spis	Adult
orphan_peak_13657	gland_10	7.6561231860618	Spis	Adult
orphan_peak_13713	calicoblast	10.124862603868	Spis	Adult
orphan_peak_13714	calicoblast	11.8438516043231	Spis	Adult
orphan_peak_1431	neuron_14	12.9121409353908	Spis	Adult
orphan_peak_14359	neuron_3	33.6696266415595	Spis	Adult
orphan_peak_14361	neuron_3	41.1608126024265	Spis	Adult
orphan_peak_14387	unknown	20.5035789082	Spis	Adult
orphan_peak_14663	calicoblast	10.6235179882747	Spis	Adult
orphan_peak_16456	neuron_3	14.8085607289078	Spis	Adult
orphan_peak_16904	mitotic_host_cells	7.02452765599396	Spis	Adult
orphan_peak_17367	neuron_10	67.3802167295645	Spis	Adult
orphan_peak_1959	digestive_filaments	4.31116451233278	Spis	Adult
orphan_peak_20874	unknown	66.2975569312177	Spis	Adult
orphan_peak_20992	neuron_1	7.47717700113973	Spis	Adult
orphan_peak_21324	germline_sperm	27.6403374718272	Spis	Adult
orphan_peak_2635	neuron_13	23.5026254601377	Spis	Adult
orphan_peak_2723	neuron_9	8.71116232910236	Spis	Adult
orphan_peak_3033	neuron_6	13.5690401051736	Spis	Adult
orphan_peak_3142	gland_8	8.74668041397108	Spis	Adult
orphan_peak_3804	immune_2	13.589480731301	Spis	Adult
orphan_peak_3939	alga.hosting_cells	10.5694881792427	Spis	Adult
orphan_peak_4595	immune_2	15.3516458629091	Spis	Adult
orphan_peak_4652	gland_4	73.4470454021691	Spis	Adult
orphan_peak_5476	neuron_3	14.107545045137	Spis	Adult
orphan_peak_5483	neuron_3	12.8950188999411	Spis	Adult
orphan_peak_5883	neuron_11	100.101444857096	Spis	Adult
orphan_peak_6258	neuron_1	11.6068048667522	Spis	Adult
orphan_peak_6262	neuron_1	11.2813748352274	Spis	Adult
orphan_peak_6263	neuron_1	10.2491835323263	Spis	Adult
orphan_peak_702	gland_8	8.91645990968327	Spis	Adult
orphan_peak_703	gland_8	136.843726290033	Spis	Adult
orphan_peak_7454	neuron_14	10.5454576561202	Spis	Adult
orphan_peak_7564	mitotic_host_cells	9.99124066459359	Spis	Adult
orphan_peak_7948	neuron_3	24.3336495015896	Spis	Adult
orphan_peak_881	germline_sperm	26.6957108513928	Spis	Adult
Spis14850_1	unknown_2	14.656575270667	Spis	Larva
Spis9206_1	unknown_3	7.07069717921698	Spis	Larva
Spis_LOC111328244	unknown_6	5.95819820435879	Spis	Larva
Spis_LOC111329343	neuron_2	8.48166576509096	Spis	Larva
Spis_LOC111329587	unknown_2	18.4050179441613	Spis	Larva
Spis_LOC111333985	unknown_1	37.3131366861548	Spis	Larva
Spis_LOC111341538	neuron_2	9.30699626528304	Spis	Larva
Spis_LOC111346903	precursors	2.48581398223775	Spis	Larva
Spis_XP_022777441_1	gastrodermis_2	10.2523732005894	Spis	Larva
Spis_XP_022779335_1	gastrodermis_1	7.09145647851862	Spis	Larva
Spis_XP_022779645_1	neuron_1	9.87382928059138	Spis	Larva
Spis_XP_022780014_1	unknown_2	40.5510130577339	Spis	Larva
Spis_XP_022780694_1	cnidocyte	5.18892464168125	Spis	Larva
Spis_XP_022781228_1	unknown_1	117.624484253691	Spis	Larva
Spis_XP_022781244_1	gland_3	59.2361591249278	Spis	Larva
Spis_XP_022781382_1	epidermis	6.80658863081609	Spis	Larva
Spis_XP_022781398_1	gastrodermis_1	8.9653956247053	Spis	Larva
Spis_XP_022781433_1	epidermis	7.55958620648973	Spis	Larva
Spis_XP_022781462_1	precursors	2.60327184782785	Spis	Larva
Spis_XP_022782222_1	gastrodermis_2	9.84404918869026	Spis	Larva
Spis_XP_022783033_1	unknown_5	6.15931993180481	Spis	Larva
Spis_XP_022783143_1	precursors	3.25912569762057	Spis	Larva
Spis_XP_022783156_1	gland_1	41.9452070830701	Spis	Larva
Spis_XP_022783199_1	unknown_3	7.84213380089757	Spis	Larva
Spis_XP_022783377_1	unknown_5	8.08732018674333	Spis	Larva
Spis_XP_022783430_1	cnidocyte	4.10637547189063	Spis	Larva
Spis_XP_022783889_1	cnidocyte	4.81510499533918	Spis	Larva
Spis_XP_022784111_1	unknown_3	5.64489744368514	Spis	Larva
Spis_XP_022784532_1	gland_2	27.7851572084991	Spis	Larva
Spis_XP_022784558_1	unknown_4	3.93522478020512	Spis	Larva
Spis_XP_022785026_1	neuron_1	10.9365790925018	Spis	Larva
Spis_XP_022785031_1	unknown_1	49.3153094363483	Spis	Larva
Spis_XP_022785216_1	unknown_3	7.37436953112588	Spis	Larva
Spis_XP_022785263_1	gastrodermis_1	14.2412767608968	Spis	Larva
Spis_XP_022785414_1	cnidocyte	4.17362811548712	Spis	Larva
Spis_XP_022785430_1	unknown_4	4.6512405625335	Spis	Larva
Spis_XP_022785431_1	unknown_4	20.314025930436	Spis	Larva
Spis_XP_022785432_1	unknown_4	23.8688308697652	Spis	Larva
Spis_XP_022785671_1	unknown_4	4.84997477968884	Spis	Larva
Spis_XP_022786096_1	neuron_1	13.9438984677025	Spis	Larva
Spis_XP_022786242_1	gland_2	149.793076105012	Spis	Larva
Spis_XP_022786855_1	unknown_1	100.007022865025	Spis	Larva
Spis_XP_022786917_1	gastrodermis_1	7.09394417638087	Spis	Larva
Spis_XP_022787039_1	gastrodermis_2	18.1441468543097	Spis	Larva
Spis_XP_022787051_1	unknown_2	40.7834583538122	Spis	Larva
Spis_XP_022787225_1	gastrodermis_2	11.1323469220525	Spis	Larva
Spis_XP_022787505_1	cnidocyte	5.4656727913748	Spis	Larva
Spis_XP_022787864_1	epidermis	4.74429751918348	Spis	Larva
Spis_XP_022788130_1	unknown_5	7.65907401319792	Spis	Larva
Spis_XP_022788291_1	gland_3	214.802818706031	Spis	Larva
Spis_XP_022788292_1	gland_1	75.2394207873099	Spis	Larva
Spis_XP_022788453_1	precursors	2.93379883957436	Spis	Larva
Spis_XP_022788469_1	cnidocyte	4.4889452844995	Spis	Larva
Spis_XP_022789393_1	unknown_5	6.51855765941459	Spis	Larva
Spis_XP_022789543_1	cnidocyte	4.52891809159145	Spis	Larva
Spis_XP_022789590_1	gland_3	14.6406722950927	Spis	Larva
Spis_XP_022789719_1	neuron_2	18.0126784870844	Spis	Larva
Spis_XP_022790281_1	precursors	2.85278124503109	Spis	Larva
Spis_XP_022790424_1	neuron_2	6.84354520590137	Spis	Larva
Spis_XP_022790776_1	gland_1	17.7078539904467	Spis	Larva
Spis_XP_022790832_1	gland_1	28.9592940479879	Spis	Larva
Spis_XP_022791277_1	gland_1	77.8637438290979	Spis	Larva
Spis_XP_022792389_1	digestive_filaments	8.66124637289413	Spis	Larva
Spis_XP_022792390_1	digestive_filaments	6.57824316263939	Spis	Larva
Spis_XP_022792391_1	digestive_filaments	7.91621570515512	Spis	Larva
Spis_XP_022792395_1	digestive_filaments	7.53689586690735	Spis	Larva
Spis_XP_022792565_1	unknown_2	18.6818648574289	Spis	Larva
Spis_XP_022792629_1	unknown_1	72.016556641877	Spis	Larva
Spis_XP_022792757_1	gastrodermis_2	11.151908672139	Spis	Larva
Spis_XP_022793420_1	gastrodermis_1	15.2964156578526	Spis	Larva
Spis_XP_022794301_1	neuron_1	20.4311623712433	Spis	Larva
Spis_XP_022794323_1	neuron_1	13.5384186613748	Spis	Larva
Spis_XP_022794326_1	neuron_1	11.2574512814532	Spis	Larva
Spis_XP_022794351_1	gastrodermis_1	10.38138601768	Spis	Larva
Spis_XP_022794431_1	unknown_3	6.49711898271483	Spis	Larva
Spis_XP_022794488_1	digestive_filaments	6.60742985944253	Spis	Larva
Spis_XP_022794775_1	unknown_5	8.1441108182322	Spis	Larva
Spis_XP_022795139_1	digestive_filaments	6.7377144984305	Spis	Larva
Spis_XP_022795430_1	unknown_5	6.92947927698634	Spis	Larva
Spis_XP_022795564_1	neuron_1	16.8327110377437	Spis	Larva
Spis_XP_022796010_1	epidermis	6.17246081158094	Spis	Larva
Spis_XP_022796495_1	digestive_filaments	6.29861426730149	Spis	Larva
Spis_XP_022797009_1	cnidocyte	4.35389289843702	Spis	Larva
Spis_XP_022797220_1	unknown_3	10.3623499082483	Spis	Larva
Spis_XP_022797264_1	unknown_3	12.752513093355	Spis	Larva
Spis_XP_022797461_1	unknown_5	6.19512021233517	Spis	Larva
Spis_XP_022797761_1	epidermis	7.6080443900703	Spis	Larva
Spis_XP_022797942_1	neuron_2	6.63467409671623	Spis	Larva
Spis_XP_022797997_1	unknown_3	10.0342936377942	Spis	Larva
Spis_XP_022798424_1	epidermis	32.0632402570914	Spis	Larva
Spis_XP_022798459_1	gland_1	50.7177502419291	Spis	Larva
Spis_XP_022798521_1	neuron_2	7.23645660834055	Spis	Larva
Spis_XP_022798541_1	gland_1	87.0088043630534	Spis	Larva
Spis_XP_022798601_1	precursors	2.83504506131735	Spis	Larva
Spis_XP_022799114_1	gland_3	15.051317096682	Spis	Larva
Spis_XP_022799139_1	neuron_1	10.0746119186479	Spis	Larva
Spis_XP_022799305_1	gland_3	19.862319624046	Spis	Larva
