gene	cell_type	FC	Species	Lifestage
Nvec_orphan_peak_4014	neuron_unk11	6.93075869629501	Nvec	Adult
Nvec_orphan_peak_4208	gland_secretory_U1	10.3846726277962	Nvec	Adult
Nvec_orphan_peak_4517	gland_secretory_1A	5.88033844047467	Nvec	Adult
Nvec_orphan_peak_4518	gland_secretory_1A	19.5612670636063	Nvec	Adult
Nvec_orphan_peak_4633	digestive_filaments	6.71282845866486	Nvec	Adult
Nvec_orphan_peak_4909	neuron_unk15	15.3349656410174	Nvec	Adult
Nvec_orphan_peak_5033	gland_secretory_U15	26.1865058805022	Nvec	Adult
Nvec_orphan_peak_5688	neuron_lwamide	4.55422096143443	Nvec	Adult
Nvec_orphan_peak_6145	neuron_unclass5	6.73390485346516	Nvec	Adult
Nvec_orphan_peak_6210	gland_secretory_5	48.7372964645995	Nvec	Adult
Nvec_orphan_peak_6219	neuron_unclass7	68.0966866886012	Nvec	Adult
Nvec_orphan_peak_6679	neuron_unclass5	6.29356731823661	Nvec	Adult
Nvec_orphan_peak_7076	gland_secretory_U1	39.8356289186448	Nvec	Adult
Nvec_orphan_peak_7489	muscle_tentacle_retractor	46.5494042500418	Nvec	Adult
Nvec_orphan_peak_8306	neuron_unk1	21.1091061585592	Nvec	Adult
Nvec_orphan_peak_8327	gland_secretory_3	65.0102371111372	Nvec	Adult
Nvec_orphan_peak_8922	neuron_lwamide	8.79732299647985	Nvec	Adult
Nvec_orphan_peak_8924	neuron_lwamide	18.2798248131092	Nvec	Adult
Nvec_orphan_peak_915	neuron_unclass5	5.96366023701436	Nvec	Adult
Nvec_orphan_peak_927	neuron_unk8	6.97332148079707	Nvec	Adult
Nvec_orphan_peak_9526	neuron_unclass13	17.4987925992081	Nvec	Adult
Nvec_v1g101975	precursors_neuronal	5.27131583900891	Nvec	Adult
Nvec_v1g102563	neuron_peptidergic3	8.08417994741843	Nvec	Adult
Nvec_v1g103824	gland_secretory_U9	32.7525679245996	Nvec	Adult
Nvec_v1g103841	gland_secretory_U9	59.2640250278254	Nvec	Adult
Nvec_v1g104549	neuron_lwamide	4.28995879349863	Nvec	Adult
Nvec_v1g104623	neuron_vasopressin	8.57861996694725	Nvec	Adult
Nvec_v1g104939	gland_secretory_8	25.0309517238678	Nvec	Adult
Nvec_v1g105271	gland_secretory_U1	10.2853803799576	Nvec	Adult
Nvec_v1g105779	gland_secretory_U16	36.8065794787108	Nvec	Adult
Nvec_v1g106355	neuron_unclass10	12.0254307704076	Nvec	Adult
Nvec_v1g106450	muscle_somatic_gonad	12.4381454398636	Nvec	Adult
Nvec_v1g107027	muscle_somatic_gonad	17.986216050273	Nvec	Adult
Nvec_v1g108724	precursors_neuronal	6.75950734470701	Nvec	Adult
Nvec_v1g109239	gland_secretory_U14	18.9954950609931	Nvec	Adult
Nvec_v1g110556	gland_secretory_4	18.130126324658	Nvec	Adult
Nvec_v1g110696	neuron_unk8	7.56539495452239	Nvec	Adult
Nvec_v1g112324	gland_secretory_U19	32.7549332503257	Nvec	Adult
Nvec_v1g113088	neuron_unclass15	10.2037304511695	Nvec	Adult
Nvec_v1g114134	gastrodermis	7.6104707332393	Nvec	Adult
Nvec_v1g114661	muscle_gastroderm_tentacle_bud_stage	14.8641611648765	Nvec	Adult
Nvec_v1g116062	gland_secretory_1A	29.7082697584688	Nvec	Adult
Nvec_v1g116374	neuron_peptidergic5	27.8957816584139	Nvec	Adult
Nvec_v1g118268	gland_secretory_U20	31.5373594979021	Nvec	Adult
Nvec_v1g120521	gland_secretory_U15	19.7997684125252	Nvec	Adult
Nvec_v1g120928	gland_secretory_U15	31.702553710572	Nvec	Adult
Nvec_v1g120998	gland_secretory_9	25.7531715651634	Nvec	Adult
Nvec_v1g121678	gland_secretory_6	17.691997814074	Nvec	Adult
Nvec_v1g123397	gland_secretory_U3	14.587070063937	Nvec	Adult
Nvec_v1g123439	gland_secretory_U3	16.7222799673152	Nvec	Adult
Nvec_v1g124608	gland_secretory_U16	18.889131772556	Nvec	Adult
Nvec_v1g124644	gland_secretory_U16	21.9033741028515	Nvec	Adult
Nvec_v1g124772	gland_secretory_U17	22.5758347670905	Nvec	Adult
Nvec_v1g126270	neuron_peptidergic2	108.649587792863	Nvec	Adult
Nvec_v1g126293	digestive_filaments	21.0286582661549	Nvec	Adult
Nvec_v1g126434	gland_secretory_5	16.5052102857643	Nvec	Adult
Nvec_v1g127215	gland_secretory_8	25.4937045919001	Nvec	Adult
Nvec_v1g129650	gland_secretory_U17	24.0641129713476	Nvec	Adult
Nvec_v1g129669	gland_secretory_U17	21.0001058822123	Nvec	Adult
Nvec_v1g130750	gland_secretory_5	35.1308466334194	Nvec	Adult
Nvec_v1g132059	digestive_filaments	7.66167455448991	Nvec	Adult
Nvec_v1g135278	neuron_unclass2	67.2440094207635	Nvec	Adult
Nvec_v1g1374	neuron_peptidergic1	37.46966328029	Nvec	Adult
Nvec_v1g137770	neuron_unclass9	19.1333311588461	Nvec	Adult
Nvec_v1g138181	gland_secretory_U11	42.0183699673827	Nvec	Adult
Nvec_v1g139511	digestive_filaments	7.61189572081708	Nvec	Adult
Nvec_v1g140371	digestive_filaments	7.44219991162934	Nvec	Adult
Nvec_v1g140878	muscle_X1	10.800428341346	Nvec	Adult
Nvec_v1g142051	precursors_neuronal	6.65170318076999	Nvec	Adult
Nvec_v1g143195	gland_secretory_U16	13.2017599033009	Nvec	Adult
Nvec_v1g14580	gland_secretory_1A	16.1022516964127	Nvec	Adult
Nvec_v1g14817	gland_secretory_U4	34.7604248461333	Nvec	Adult
Nvec_v1g148607	gland_secretory_U20	32.1938691645644	Nvec	Adult
Nvec_v1g15207	gland_secretory_4	17.1741414544003	Nvec	Adult
Nvec_v1g158003	neuron_unclass5	6.21917262212991	Nvec	Adult
Nvec_v1g160634	muscle_tentacle_retractor	95.5560502292464	Nvec	Adult
Nvec_v1g160645	precursors_neuronal	5.72219488159487	Nvec	Adult
Nvec_v1g160761	gland_secretory_2	7.57775441544914	Nvec	Adult
Nvec_v1g160849	neuron_unclass6	12.3357753793059	Nvec	Adult
Nvec_v1g162983	gland_secretory_6	19.8324642476603	Nvec	Adult
Nvec_v1g163008	muscle_parietal_circular_prog	9.88489635588725	Nvec	Adult
Nvec_v1g164727	neuron_unclass15	51.3250095207286	Nvec	Adult
Nvec_v1g167052	neuron_peptidergic4	32.7793559594585	Nvec	Adult
Nvec_v1g169611	muscle_tentacle_retractor	33.3912481100169	Nvec	Adult
Nvec_v1g170371	muscle_gastroderm_tentacle_bud_stage	11.9950672261116	Nvec	Adult
Nvec_v1g170524	gland_secretory_U16	26.2175018437089	Nvec	Adult
Nvec_v1g173158	gland_secretory_U7	20.2319880445033	Nvec	Adult
Nvec_v1g175341	gastrodermis	27.2376474069685	Nvec	Adult
Nvec_v1g178640	precursors_neuronal	7.40860149347669	Nvec	Adult
Nvec_v1g180912	muscle_somatic_gonad	31.8636064688599	Nvec	Adult
Nvec_v1g182198	neuron_unclass2	26.9424459592479	Nvec	Adult
Nvec_v1g184228	muscle_tentacle_retractor	58.3447421619736	Nvec	Adult
Nvec_v1g1848	gland_secretory_1B	11.0739824164307	Nvec	Adult
Nvec_v1g186216	neuron_unclass4	11.6214401408454	Nvec	Adult
Nvec_v1g189485	precursors_neuronal	12.1498603199794	Nvec	Adult
Nvec_v1g191355	gland_secretory_U1	33.0682400393876	Nvec	Adult
Nvec_v1g191860	muscle_somatic_gonad	11.0530733784231	Nvec	Adult
Nvec_v1g196376	cnidocyte_spirocytes	65.3158662047093	Nvec	Adult
Nvec_v1g196402	neuron_unk6	29.8597289807182	Nvec	Adult
Nvec_v1g196494	neuron_unk17	10.607192673231	Nvec	Adult
Nvec_v1g196642	neuron_unclass2	47.7220714426566	Nvec	Adult
Nvec_v1g196778	neuron_unk13	11.9805980343813	Nvec	Adult
Nvec_v1g197000	muscle_tentacle_retractor	29.333942704535	Nvec	Adult
Nvec_v1g197208	gland_secretory_U19	25.4783103114773	Nvec	Adult
Nvec_v1g197214	neuron_unclass13	16.8716410073841	Nvec	Adult
Nvec_v1g197473	neuron_unclass15	12.0154087316554	Nvec	Adult
Nvec_v1g197990	gland_secretory_8	17.2399168124681	Nvec	Adult
Nvec_v1g198658	neuron_peptidergic1	9.35882984271109	Nvec	Adult
Nvec_v1g198772	neuron_unk2	26.6919614718729	Nvec	Adult
Nvec_v1g198867	neuron_unclass5	6.46089978083515	Nvec	Adult
Nvec_v1g199428	gland_secretory_U17	21.4665067082822	Nvec	Adult
Nvec_v1g199717	gland_secretory_U16	27.8914962318005	Nvec	Adult
Nvec_v1g200103	gastrodermis	11.2979453971516	Nvec	Adult
Nvec_v1g200173	muscle_somatic_gonad	16.3563948406701	Nvec	Adult
Nvec_v1g200272	precursors	4.80924315584213	Nvec	Adult
Nvec_v1g200525	neuron_vasopressin	17.9851767519556	Nvec	Adult
Nvec_v1g200701	neuron_unk4	10.8495282360783	Nvec	Adult
Nvec_v1g201388	gland_secretory_9	11.2872105856815	Nvec	Adult
Nvec_v1g201437	neuron_peptidergic2	12.8436181832238	Nvec	Adult
Nvec_v1g202466	neuron_peptidergic5	18.8493183051337	Nvec	Adult
Nvec_v1g202566	gland_secretory_U9	19.3633529253996	Nvec	Adult
Nvec_v1g202575	neuron_unclass2	35.7028382125673	Nvec	Adult
Nvec_v1g202726	gland_secretory_U3	23.6792471091451	Nvec	Adult
Nvec_v1g202728	gland_secretory_U3	66.8740785274726	Nvec	Adult
Nvec_v1g202958	neuron_unk4	9.77525133071748	Nvec	Adult
Nvec_v1g203270	gland_secretory_6	51.8274685447523	Nvec	Adult
Nvec_v1g203298	muscle_tentacle_retractor	41.0990066373987	Nvec	Adult
Nvec_v1g203447	neuron_peptidergic2	7.73903395720656	Nvec	Adult
Nvec_v1g203613	gland_secretory_U2	13.5637063883842	Nvec	Adult
Nvec_v1g203737	gland_secretory_1B	10.9433451812298	Nvec	Adult
Nvec_v1g203803	gland_secretory_U14	18.948322565038	Nvec	Adult
Nvec_v1g204108	neuron_unk2	11.5911474562031	Nvec	Adult
Nvec_v1g204213	neuron_unk1	14.3406994574824	Nvec	Adult
Nvec_v1g204423	gland_secretory_2	19.868592336813	Nvec	Adult
Nvec_v1g204742	gastrodermis	7.36618517558312	Nvec	Adult
Nvec_v1g204835	gland_secretory_2	8.27538748483033	Nvec	Adult
Nvec_v1g205216	neuron_unclass13	9.38055822582157	Nvec	Adult
Nvec_v1g205566	gland_secretory_U2	16.4282212816543	Nvec	Adult
Nvec_v1g205652	muscle_parietal_circular_prog	9.10776993252529	Nvec	Adult
Nvec_v1g205768	neuron_peptidergic1	8.55859519085348	Nvec	Adult
Nvec_v1g205904	neuron_unclass4	9.30448298660868	Nvec	Adult
Nvec_v1g205964	gland_secretory_4	21.3756881905568	Nvec	Adult
Nvec_v1g206150	precursors	3.42366837071909	Nvec	Adult
Nvec_v1g206334	gland_secretory_2	6.90045567053165	Nvec	Adult
Nvec_v1g207412	gland_secretory_9	119.018309247066	Nvec	Adult
Nvec_v1g207413	gland_secretory_9	95.1037024105768	Nvec	Adult
Nvec_v1g207428	gland_secretory_1B	7.79132329623498	Nvec	Adult
Nvec_v1g207484	neuron_insulin	13.7573284015446	Nvec	Adult
Nvec_v1g207656	neuron_peptidergic1	7.70876063540152	Nvec	Adult
Nvec_v1g207789	neuron_peptidergic5	13.5452241295046	Nvec	Adult
Nvec_v1g207979	gland_secretory_1B	5.29935693976965	Nvec	Adult
Nvec_v1g208719	gland_secretory_U19	25.342496207391	Nvec	Adult
Nvec_v1g209103	gland_secretory_U17	30.2019971603894	Nvec	Adult
Nvec_v1g209643	gland_secretory_U15	52.2618878920585	Nvec	Adult
Nvec_v1g209751	neuron_unk2	14.8035257592789	Nvec	Adult
Nvec_v1g209813	neuron_peptidergic2	8.18936051388819	Nvec	Adult
Nvec_v1g209854	gland_secretory_U2	12.0955316386543	Nvec	Adult
Nvec_v1g209875	neuron_unk17	10.703274834261	Nvec	Adult
Nvec_v1g210012	muscle_tentacle_retractor	63.5332459930697	Nvec	Adult
Nvec_v1g210724	gland_secretory_U14	21.4408380257827	Nvec	Adult
Nvec_v1g21107	neuron_peptidergic5	19.2165757218491	Nvec	Adult
Nvec_v1g211382	neuron_peptidergic2	7.9020840776187	Nvec	Adult
Nvec_v1g211421	gland_secretory_U7	8.55860036298958	Nvec	Adult
Nvec_v1g211786	neuron_vasopressin	9.00858374436434	Nvec	Adult
Nvec_v1g212947	gland_secretory_8	18.6317452076326	Nvec	Adult
Nvec_v1g213684	neuron_unclass6	11.5773117383991	Nvec	Adult
Nvec_v1g213955	gland_secretory_U14	12.9155651765513	Nvec	Adult
Nvec_v1g214199	gland_secretory_U2	48.7009905122641	Nvec	Adult
Nvec_v1g214210	neuron_unk13	15.1541213251186	Nvec	Adult
Nvec_v1g214299	muscle_tentacle_retractor	53.0509229199753	Nvec	Adult
Nvec_v1g214505	gland_secretory_U4	38.0639488043297	Nvec	Adult
Nvec_v1g214632	neuron_peptidergic1	12.5029768535166	Nvec	Adult
Nvec_v1g214763	gland_secretory_U11	81.5011345548065	Nvec	Adult
Nvec_v1g215021	gland_secretory_U15	19.8014819962291	Nvec	Adult
Nvec_v1g215376	neuron_unclass9	7.68823037290459	Nvec	Adult
Nvec_v1g216393	neuron_unk15	15.5730515868659	Nvec	Adult
Nvec_v1g216636	neuron_unk8	7.16250773787894	Nvec	Adult
Nvec_v1g216683	gland_secretory_U17	33.2055043640173	Nvec	Adult
Nvec_v1g217111	gland_secretory_5	73.3140807011552	Nvec	Adult
Nvec_v1g217955	neuron_unk6	10.4278042680131	Nvec	Adult
Nvec_v1g219629	neuron_peptidergic1	13.9822922807992	Nvec	Adult
Nvec_v1g220300	gland_secretory_U11	24.7143641099212	Nvec	Adult
Nvec_v1g220404	neuron_unk1	12.7532177246027	Nvec	Adult
Nvec_v1g220884	gland_secretory_5	16.0482363637161	Nvec	Adult
Nvec_v1g226298	digestive_filaments	6.53483397142913	Nvec	Adult
Nvec_v1g22673	neuron_peptidergic1	8.8889064834706	Nvec	Adult
Nvec_v1g228010	neuron_peptidergic1	8.21421598778441	Nvec	Adult
Nvec_v1g228028	cnidocyte_spirocytes	62.0890927607209	Nvec	Adult
Nvec_v1g229125	gland_secretory_U17	22.736672226196	Nvec	Adult
Nvec_v1g229213	muscle_gastroderm_tentacle_bud_stage	14.3998925331574	Nvec	Adult
Nvec_v1g231726	gland_secretory_1B	15.7968919395618	Nvec	Adult
Nvec_v1g232015	cnidocyte_spirocytes	35.871056479785	Nvec	Adult
Nvec_v1g232380	neuron_lwamide	16.4324215206842	Nvec	Adult
Nvec_v1g232547	epidermis	7.22191968856503	Nvec	Adult
Nvec_v1g233260	gland_secretory_U14	16.0299643209624	Nvec	Adult
Nvec_v1g233305	muscle_tentacle_retractor	36.9823970288092	Nvec	Adult
Nvec_v1g233307	neuron_unk14	4.71549655498973	Nvec	Adult
Nvec_v1g233523	neuron_lwamide	5.98691403282781	Nvec	Adult
Nvec_v1g233578	neuron_unk3	43.1812600309617	Nvec	Adult
Nvec_v1g233829	neuron_unk11	6.73391427646646	Nvec	Adult
Nvec_v1g233837	gland_secretory_U1	19.0318468809785	Nvec	Adult
Nvec_v1g233881	precursors_neuronal	5.55751336273209	Nvec	Adult
Nvec_v1g234428	gland_secretory_U16	29.8873478604666	Nvec	Adult
Nvec_v1g234521	neuron_unclass4	7.57571168486191	Nvec	Adult
Nvec_v1g234533	precursors_neuronal	5.66940950015774	Nvec	Adult
Nvec_v1g235000	neuron_unk16	5.39646074354265	Nvec	Adult
Nvec_v1g235818	muscle_gastroderm_tentacle_bud_stage	13.460274867529	Nvec	Adult
Nvec_v1g236044	gland_secretory_U16	18.3687389735087	Nvec	Adult
Nvec_v1g236320	precursors	3.68320961496589	Nvec	Adult
Nvec_v1g236657	neuron_unclass2	14.2549889859868	Nvec	Adult
Nvec_v1g237552	gastrodermis	24.0149233760311	Nvec	Adult
Nvec_v1g237815	neuron_vasopressin	18.7197929557344	Nvec	Adult
Nvec_v1g237880	neuron_unk2	13.0794360276581	Nvec	Adult
Nvec_v1g237940	gland_secretory_6	44.6218528647682	Nvec	Adult
Nvec_v1g238343	cnidocyte_nematocytes	27.0566217443912	Nvec	Adult
Nvec_v1g238353	cnidocyte_spirocytes	82.6085845150627	Nvec	Adult
Nvec_v1g238392	cnidocyte_nematocytes	24.6839832195887	Nvec	Adult
Nvec_v1g238655	cnidocyte_nematocytes	24.2585137231976	Nvec	Adult
Nvec_v1g238737	gland_secretory_8	21.3501696692335	Nvec	Adult
Nvec_v1g239042	neuron_peptidergic4	12.0727617981525	Nvec	Adult
Nvec_v1g239048	gland_secretory_5	13.4354778980227	Nvec	Adult
Nvec_v1g239263	neuron_unclass7	16.2459060274071	Nvec	Adult
Nvec_v1g239270	neuron_peptidergic4	19.4031664557005	Nvec	Adult
Nvec_v1g239479	neuron_unclass9	7.39807777525696	Nvec	Adult
Nvec_v1g239633	neuron_unclass3	22.7023758562485	Nvec	Adult
Nvec_v1g239676	cnidocyte_nematocytes	28.146250780285	Nvec	Adult
Nvec_v1g239689	neuron_unk8	8.45117265681347	Nvec	Adult
Nvec_v1g239910	neuron_unk17	36.2655286750855	Nvec	Adult
Nvec_v1g240024	neuron_unk15	84.4267787569194	Nvec	Adult
Nvec_v1g240186	neuron_unk1	11.9894445819504	Nvec	Adult
Nvec_v1g240187	neuron_unclass4	11.7871074356653	Nvec	Adult
Nvec_v1g240423	neuron_unk8	7.57093274190777	Nvec	Adult
Nvec_v1g240712	gland_secretory_U7	7.48053847731011	Nvec	Adult
Nvec_v1g240821	neuron_unk8	9.40233895620206	Nvec	Adult
Nvec_v1g240903	neuron_unk6	10.0709648368368	Nvec	Adult
Nvec_v1g240916	neuron_peptidergic3	7.81898250849613	Nvec	Adult
Nvec_v1g240969	gastrodermis	8.46829251752403	Nvec	Adult
Nvec_v1g240988	gastrodermis	9.74110369829465	Nvec	Adult
Nvec_v1g241202	gland_secretory_6	50.5289275470857	Nvec	Adult
Nvec_v1g241276	neuron_lwamide	5.62860247775122	Nvec	Adult
Nvec_v1g241424	epidermis	9.12073550455055	Nvec	Adult
Nvec_v1g241430	epidermis	11.4233813029684	Nvec	Adult
Nvec_v1g241536	muscle_X1	11.3849842333993	Nvec	Adult
Nvec_v1g241615	gland_secretory_1A	10.9144225891747	Nvec	Adult
Nvec_v1g241660	muscle_X1	117.690337797973	Nvec	Adult
Nvec_v1g241728	neuron_peptidergic5	19.7512800594804	Nvec	Adult
Nvec_v1g241995	gland_secretory_U1	37.0266562437447	Nvec	Adult
Nvec_v1g242072	neuron_unclass15	6.98470537526352	Nvec	Adult
Nvec_v1g242161	gland_secretory_8	17.06580862352	Nvec	Adult
Nvec_v1g242253	epidermis	15.9652862113813	Nvec	Adult
Nvec_v1g242265	digestive_filaments	7.10873164854298	Nvec	Adult
Nvec_v1g242423	gland_secretory_U9	134.606447387807	Nvec	Adult
Nvec_v1g242566	precursors	3.61929336169952	Nvec	Adult
Nvec_v1g242643	neuron_unclass9	12.0903153471655	Nvec	Adult
Nvec_v1g242913	gland_secretory_3	44.4346578450316	Nvec	Adult
Nvec_v1g242984	digestive_filaments	15.4780073167417	Nvec	Adult
Nvec_v1g243008	cnidocyte_spirocytes	87.1372328771324	Nvec	Adult
Nvec_v1g243143	gland_secretory_9	93.0699675378475	Nvec	Adult
Nvec_v1g243188	cnidocyte_nematocytes	25.8594319713688	Nvec	Adult
Nvec_v1g243241	neuron_unclass4	7.75506205992556	Nvec	Adult
Nvec_v1g243369	muscle_X1	14.5928264993422	Nvec	Adult
Nvec_v1g243643	neuron_unclass15	290.05979805841	Nvec	Adult
Nvec_v1g243682	gland_secretory_6	34.6333473661765	Nvec	Adult
Nvec_v1g244013	neuron_vasopressin	9.78706651135285	Nvec	Adult
Nvec_v1g244207	neuron_unk1	16.783148933733	Nvec	Adult
Nvec_v1g244734	gland_secretory_U14	11.0076375496398	Nvec	Adult
Nvec_v1g244953	neuron_peptidergic3	74.5509013357809	Nvec	Adult
Nvec_v1g245153	epidermis	11.794821209159	Nvec	Adult
Nvec_v1g245220	gland_secretory_2	10.980378835296	Nvec	Adult
Nvec_v1g245394	precursors	3.51851741245634	Nvec	Adult
Nvec_v1g245425	gland_secretory_1A	9.40658219924712	Nvec	Adult
Nvec_v1g245441	neuron_unclass3	9.74605510685647	Nvec	Adult
Nvec_v1g245535	gland_secretory_3	122.915992433086	Nvec	Adult
Nvec_v1g245591	epidermis	16.3359690725113	Nvec	Adult
Nvec_v1g245689	muscle_X1	11.341726559978	Nvec	Adult
Nvec_v1g245862	gland_secretory_U19	37.0970900262714	Nvec	Adult
Nvec_v1g245886	neuron_unk1	21.0179625082972	Nvec	Adult
Nvec_v1g246132	gland_secretory_4	18.7357462185962	Nvec	Adult
Nvec_v1g246240	cnidocyte_spirocytes	77.662593438886	Nvec	Adult
Nvec_v1g246348	gland_secretory_4	18.6462276162794	Nvec	Adult
Nvec_v1g246653	muscle_somatic_gonad	11.2820546641466	Nvec	Adult
Nvec_v1g246686	neuron_peptidergic5	18.7829533169704	Nvec	Adult
Nvec_v1g246737	cnidocyte_nematocytes	24.7713306505535	Nvec	Adult
Nvec_v1g246962	neuron_unclass4	11.8166333608189	Nvec	Adult
Nvec_v1g247234	gland_secretory_4	34.0609134058304	Nvec	Adult
Nvec_v1g247411	neuron_unclass3	11.8502685064663	Nvec	Adult
Nvec_v1g247493	digestive_filaments	6.91145253250827	Nvec	Adult
Nvec_v1g247939	gland_secretory_U2	37.4759492585443	Nvec	Adult
Nvec_v1g248548	gland_secretory_U19	31.6373448563299	Nvec	Adult
Nvec_v1g248834	cnidocyte_nematocytes	24.5778395694279	Nvec	Adult
Nvec_v1g26281	gland_secretory_U17	26.1686002314368	Nvec	Adult
Nvec_v1g28519	gland_secretory_U5	15.2024725278475	Nvec	Adult
Nvec_v1g2890	muscle_gastroderm_tentacle_bud_stage	16.2938754953599	Nvec	Adult
Nvec_v1g29089	gland_secretory_U20	30.1513565458475	Nvec	Adult
Nvec_v1g31519	neuron_unk12	8.27002465978717	Nvec	Adult
Nvec_v1g31895	neuron_unclass5	6.81417627499063	Nvec	Adult
Nvec_v1g38812	neuron_unclass3	9.52154955327029	Nvec	Adult
Nvec_v1g39271	gland_secretory_U20	29.8260014150232	Nvec	Adult
Nvec_v1g39668	neuron_unk17	21.189637967046	Nvec	Adult
Nvec_v1g39845	gastrodermis	7.48047705039873	Nvec	Adult
Nvec_v1g50912	neuron_vasopressin	13.3447464759102	Nvec	Adult
Nvec_v1g52556	neuron_unclass13	16.5209257143782	Nvec	Adult
Nvec_v1g54942	muscle_somatic_gonad	12.0802594669498	Nvec	Adult
Nvec_v1g57443	gland_secretory_9	11.1571687166415	Nvec	Adult
Nvec_v1g60452	neuron_unclass8	7.05730671089174	Nvec	Adult
Nvec_v1g60683	muscle_tentacle_retractor	32.7013108561046	Nvec	Adult
Nvec_v1g61967	neuron_unclass8	5.91977264369431	Nvec	Adult
Nvec_v1g65450	neuron_vasopressin	163.588774897832	Nvec	Adult
Nvec_v1g66315	neuron_peptidergic4	17.9488369040325	Nvec	Adult
Nvec_v1g68574	gland_secretory_6	12.7900121359472	Nvec	Adult
Nvec_v1g71097	gland_secretory_5	31.5050954320476	Nvec	Adult
Nvec_v1g78835	neuron_unk18	14.0441545298994	Nvec	Adult
Nvec_v1g79108	neuron_peptidergic5	16.7487285617776	Nvec	Adult
Nvec_v1g79287	neuron_unk13	15.0334468025296	Nvec	Adult
Nvec_v1g79314	gland_secretory_1A	10.9709550949659	Nvec	Adult
Nvec_v1g79411	gland_secretory_9	32.6433089723517	Nvec	Adult
Nvec_v1g79532	neuron_unk6	10.0976701560634	Nvec	Adult
Nvec_v1g79661	gland_secretory_U14	25.8886309775321	Nvec	Adult
Nvec_v1g79851	neuron_unclass15	6.43805289542486	Nvec	Adult
Nvec_v1g80405	neuron_unclass15	25.350859125085	Nvec	Adult
Nvec_v1g8103	gland_secretory_2	5.91654084358788	Nvec	Adult
Nvec_v1g8123	neuron_unclass8	7.17845439173742	Nvec	Adult
Nvec_v1g83192	neuron_unclass6	76.6429020976406	Nvec	Adult
Nvec_v1g83556	neuron_unclass6	36.6562807383861	Nvec	Adult
Nvec_v1g83864	gland_secretory_U17	33.0012416382649	Nvec	Adult
Nvec_v1g83869	gland_secretory_U4	26.1740676739247	Nvec	Adult
Nvec_v1g84682	neuron_insulin	8.06780928441732	Nvec	Adult
Nvec_v1g85362	gland_secretory_8	22.5260261368941	Nvec	Adult
Nvec_v1g86028	gland_secretory_U4	32.6525770021562	Nvec	Adult
Nvec_v1g86478	gland_secretory_U11	224.497833245088	Nvec	Adult
Nvec_v1g87454	neuron_unclass2	46.665014767975	Nvec	Adult
Nvec_v1g87929	gland_secretory_U19	44.8923353930942	Nvec	Adult
Nvec_v1g88668	gland_secretory_3	16.5793251727929	Nvec	Adult
Nvec_v1g88970	neuron_vasopressin	9.799033105962	Nvec	Adult
Nvec_v1g90177	precursors	4.18016771726972	Nvec	Adult
Nvec_v1g91139	gland_secretory_4	14.2448990689064	Nvec	Adult
Nvec_v1g91324	neuron_unk1	21.0248047543733	Nvec	Adult
Nvec_v1g93134	neuron_unk17	10.1025671704612	Nvec	Adult
Nvec_v1g93177	neuron_unk13	23.3615576640603	Nvec	Adult
Nvec_v1g94193	neuron_unclass15	13.421710558153	Nvec	Adult
Nvec_v1g94701	neuron_unk18	13.8405105112228	Nvec	Adult
Nvec_v1g95408	neuron_unk2	11.25732581247	Nvec	Adult
Nvec_v1g98128	gland_secretory_U7	7.96597961869395	Nvec	Adult
Nvec_v1g98336	gland_secretory_U17	22.5661351151186	Nvec	Adult
Nvec_v1g98677	gland_secretory_U11	11.7096263619679	Nvec	Adult
Nvec_v1g98897	neuron_peptidergic1	8.36357430209583	Nvec	Adult
Nvec_v1g99196	neuron_unk3	8.24968114741608	Nvec	Adult
Spis11609_1	gland_5	9.58741831860372	Spis	Adult
Spis11865_1	unknown	38.535706178183	Spis	Adult
Spis12267_1	unknown	19.8037476833631	Spis	Adult
Spis18343_1	cnidocyte	15.5065945213533	Spis	Adult
Spis20505_1	immune_1	14.0727254847078	Spis	Adult
Spis2118_1	neuron_13	43.287121302901	Spis	Adult
Spis2727_1	neuron_9	7.29576327591411	Spis	Adult
Spis9148_1	gland_5	9.28525686189104	Spis	Adult
Spis_LOC111318983	neuron_1	7.61966088892297	Spis	Adult
Spis_LOC111319535	neuron_1	14.7140294733118	Spis	Adult
Spis_LOC111320741	gland_10	54.5530919517969	Spis	Adult
Spis_LOC111321484	gland_10	7.35939479494459	Spis	Adult
Spis_LOC111322283	neuron_6	13.0095524750318	Spis	Adult
Spis_LOC111322605	gland_6	52.3286051691379	Spis	Adult
Spis_LOC111322926	gland_7	13.3850030019025	Spis	Adult
Spis_LOC111323249	gland_8	7.10773339495812	Spis	Adult
Spis_LOC111323783	gland_2	65.2466817122583	Spis	Adult
Spis_LOC111323813	neuron_10	6.87830508128222	Spis	Adult
Spis_LOC111323818	neuron_10	215.353947059529	Spis	Adult
Spis_LOC111325409	neuron_7	7.79662501046815	Spis	Adult
Spis_LOC111325456	gland_2	11.5284414402466	Spis	Adult
Spis_LOC111325742	neuron_13	110.206254368291	Spis	Adult
Spis_LOC111326826	calicoblast	11.9952405516049	Spis	Adult
Spis_LOC111327141	neuron_3	48.3349329726582	Spis	Adult
Spis_LOC111327352	gland_4	5.90596792518824	Spis	Adult
Spis_LOC111327712	neuron_11	45.1753683025706	Spis	Adult
Spis_LOC111328308	neuron_1	7.56879838006554	Spis	Adult
Spis_LOC111329572	neuron_7	8.08647845955252	Spis	Adult
