"","gene","cell_type","FC","Species","Lifestage"
"330","Nvec_NVE8099","neuron_unk3",30.2758205822023,"Nvec","Adult"
"331","Nvec_NVE8100","neuron_unk3",67.4379990175684,"Nvec","Adult"
"332","Nvec_NVE8335","neuron_unk4",9.38545702301149,"Nvec","Adult"
"333","Nvec_NVE8378","neuron_peptidergic4",25.3035220210039,"Nvec","Adult"
"334","Nvec_NVE8379","neuron_peptidergic4",22.5927373340272,"Nvec","Adult"
"335","Nvec_NVE8490","neuron_unk4",9.59084306473851,"Nvec","Adult"
"336","Nvec_NVE8517","neuron_unclass10",11.4140976860602,"Nvec","Adult"
"337","Nvec_NVE8749","gland_secretory_U4",103.203197860451,"Nvec","Adult"
"338","Nvec_NVE9066","gland_secretory_U7",8.45133345639399,"Nvec","Adult"
"339","Nvec_NVE9193","gland_secretory_U19",29.4896517637634,"Nvec","Adult"
"340","Nvec_NVE9233","gland_secretory_1B",7.56847342017924,"Nvec","Adult"
"341","Nvec_NVE9245","neuron_unclass13",12.6771048523265,"Nvec","Adult"
"342","Nvec_NVE9358","gland_secretory_U1",12.1253264810768,"Nvec","Adult"
"343","Nvec_NVE9787","digestive_filaments",6.19747698756956,"Nvec","Adult"
"344","Nvec_NVE9956","neuron_unk15",7.66665705833354,"Nvec","Adult"
"345","Nvec_NVE9976","cnidocyte_nematocytes",31.2646888322656,"Nvec","Adult"
"346","Nvec_mOrange","gland_secretory_U7",7.93258523704924,"Nvec","Adult"
"347","Nvec_orphan_peak_10589","neuron_unk4",12.6613669803278,"Nvec","Adult"
"348","Nvec_orphan_peak_11192","neuron_unclass5",5.77744011516569,"Nvec","Adult"
"349","Nvec_orphan_peak_1140","neuron_unclass5",7.05142398942397,"Nvec","Adult"
"350","Nvec_orphan_peak_11434","neuron_unclass6",38.2793692131995,"Nvec","Adult"
"351","Nvec_orphan_peak_11500","gland_secretory_U9",22.11617299599,"Nvec","Adult"
"352","Nvec_orphan_peak_11501","gland_secretory_U9",33.1957615388894,"Nvec","Adult"
"353","Nvec_orphan_peak_11504","gland_secretory_U9",78.9003390990324,"Nvec","Adult"
"354","Nvec_orphan_peak_11858","gland_secretory_3",71.586665611575,"Nvec","Adult"
"355","Nvec_orphan_peak_12287","neuron_unclass10",12.7621328189738,"Nvec","Adult"
"356","Nvec_orphan_peak_12290","neuron_unk5",19.3725395924731,"Nvec","Adult"
"357","Nvec_orphan_peak_12504","neuron_unk9",8.17953792132135,"Nvec","Adult"
"358","Nvec_orphan_peak_12708","neuron_unk8",7.81029850393352,"Nvec","Adult"
"359","Nvec_orphan_peak_12834","neuron_unclass3",11.7642758909307,"Nvec","Adult"
"360","Nvec_orphan_peak_138","neuron_unclass6",10.4010636693624,"Nvec","Adult"
"361","Nvec_orphan_peak_1438","gland_secretory_U11",20.0474212945563,"Nvec","Adult"
"362","Nvec_orphan_peak_1781","neuron_unk11",6.74255643578367,"Nvec","Adult"
"363","Nvec_orphan_peak_1826","neuron_unk12",11.3505258641164,"Nvec","Adult"
"364","Nvec_orphan_peak_1947","neuron_unk11",8.22787266565149,"Nvec","Adult"
"365","Nvec_orphan_peak_2189","gland_secretory_5",36.6987244739133,"Nvec","Adult"
"366","Nvec_orphan_peak_2226","neuron_unclass5",5.69257140318207,"Nvec","Adult"
"367","Nvec_orphan_peak_27","neuron_insulin",11.491408248107,"Nvec","Adult"
"368","Nvec_orphan_peak_2845","neuron_unclass5",10.044638439384,"Nvec","Adult"
"369","Nvec_orphan_peak_2876","gland_secretory_U15",29.4785002653683,"Nvec","Adult"
"370","Nvec_orphan_peak_306","gland_secretory_U3",17.8647255582927,"Nvec","Adult"
"371","Nvec_orphan_peak_3942","gland_secretory_U15",22.0680564051331,"Nvec","Adult"
"372","Nvec_orphan_peak_4014","neuron_unk11",6.93075869629501,"Nvec","Adult"
"373","Nvec_orphan_peak_4208","gland_secretory_U1",10.3846726277962,"Nvec","Adult"
"374","Nvec_orphan_peak_4517","gland_secretory_1A",5.88033844047467,"Nvec","Adult"
"375","Nvec_orphan_peak_4518","gland_secretory_1A",19.5612670636063,"Nvec","Adult"
"376","Nvec_orphan_peak_4633","digestive_filaments",6.71282845866486,"Nvec","Adult"
"377","Nvec_orphan_peak_4909","neuron_unk15",15.3349656410174,"Nvec","Adult"
"378","Nvec_orphan_peak_5033","gland_secretory_U15",26.1865058805022,"Nvec","Adult"
"379","Nvec_orphan_peak_5688","neuron_lwamide",4.55422096143443,"Nvec","Adult"
"380","Nvec_orphan_peak_6145","neuron_unclass5",6.73390485346516,"Nvec","Adult"
"381","Nvec_orphan_peak_6210","gland_secretory_5",48.7372964645995,"Nvec","Adult"
"382","Nvec_orphan_peak_6219","neuron_unclass7",68.0966866886012,"Nvec","Adult"
"383","Nvec_orphan_peak_6679","neuron_unclass5",6.29356731823661,"Nvec","Adult"
"384","Nvec_orphan_peak_7076","gland_secretory_U1",39.8356289186448,"Nvec","Adult"
"385","Nvec_orphan_peak_7489","muscle_tentacle_retractor",46.5494042500418,"Nvec","Adult"
"386","Nvec_orphan_peak_8306","neuron_unk1",21.1091061585592,"Nvec","Adult"
"387","Nvec_orphan_peak_8327","gland_secretory_3",65.0102371111372,"Nvec","Adult"
"388","Nvec_orphan_peak_8922","neuron_lwamide",8.79732299647985,"Nvec","Adult"
"389","Nvec_orphan_peak_8924","neuron_lwamide",18.2798248131092,"Nvec","Adult"
"390","Nvec_orphan_peak_915","neuron_unclass5",5.96366023701436,"Nvec","Adult"
"391","Nvec_orphan_peak_927","neuron_unk8",6.97332148079707,"Nvec","Adult"
"392","Nvec_orphan_peak_9526","neuron_unclass13",17.4987925992081,"Nvec","Adult"
"393","Nvec_v1g101975","precursors_neuronal",5.27131583900891,"Nvec","Adult"
"394","Nvec_v1g102563","neuron_peptidergic3",8.08417994741843,"Nvec","Adult"
"395","Nvec_v1g103824","gland_secretory_U9",32.7525679245996,"Nvec","Adult"
"396","Nvec_v1g103841","gland_secretory_U9",59.2640250278254,"Nvec","Adult"
"397","Nvec_v1g104549","neuron_lwamide",4.28995879349863,"Nvec","Adult"
"398","Nvec_v1g104623","neuron_vasopressin",8.57861996694725,"Nvec","Adult"
"399","Nvec_v1g104939","gland_secretory_8",25.0309517238678,"Nvec","Adult"
"400","Nvec_v1g105271","gland_secretory_U1",10.2853803799576,"Nvec","Adult"
"401","Nvec_v1g105779","gland_secretory_U16",36.8065794787108,"Nvec","Adult"
"402","Nvec_v1g106355","neuron_unclass10",12.0254307704076,"Nvec","Adult"
"403","Nvec_v1g106450","muscle_somatic_gonad",12.4381454398636,"Nvec","Adult"
"404","Nvec_v1g107027","muscle_somatic_gonad",17.986216050273,"Nvec","Adult"
"405","Nvec_v1g108724","precursors_neuronal",6.75950734470701,"Nvec","Adult"
"406","Nvec_v1g109239","gland_secretory_U14",18.9954950609931,"Nvec","Adult"
"407","Nvec_v1g110556","gland_secretory_4",18.130126324658,"Nvec","Adult"
"408","Nvec_v1g110696","neuron_unk8",7.56539495452239,"Nvec","Adult"
"409","Nvec_v1g112324","gland_secretory_U19",32.7549332503257,"Nvec","Adult"
"410","Nvec_v1g113088","neuron_unclass15",10.2037304511695,"Nvec","Adult"
"411","Nvec_v1g114134","gastrodermis",7.6104707332393,"Nvec","Adult"
"412","Nvec_v1g114661","muscle_gastroderm_tentacle_bud_stage",14.8641611648765,"Nvec","Adult"
"413","Nvec_v1g116062","gland_secretory_1A",29.7082697584688,"Nvec","Adult"
"414","Nvec_v1g116374","neuron_peptidergic5",27.8957816584139,"Nvec","Adult"
"415","Nvec_v1g118268","gland_secretory_U20",31.5373594979021,"Nvec","Adult"
"416","Nvec_v1g120521","gland_secretory_U15",19.7997684125252,"Nvec","Adult"
"417","Nvec_v1g120928","gland_secretory_U15",31.702553710572,"Nvec","Adult"
"418","Nvec_v1g120998","gland_secretory_9",25.7531715651634,"Nvec","Adult"
"419","Nvec_v1g121678","gland_secretory_6",17.691997814074,"Nvec","Adult"
"420","Nvec_v1g123397","gland_secretory_U3",14.587070063937,"Nvec","Adult"
"421","Nvec_v1g123439","gland_secretory_U3",16.7222799673152,"Nvec","Adult"
"422","Nvec_v1g124608","gland_secretory_U16",18.889131772556,"Nvec","Adult"
"423","Nvec_v1g124644","gland_secretory_U16",21.9033741028515,"Nvec","Adult"
"424","Nvec_v1g124772","gland_secretory_U17",22.5758347670905,"Nvec","Adult"
"425","Nvec_v1g126270","neuron_peptidergic2",108.649587792863,"Nvec","Adult"
"426","Nvec_v1g126293","digestive_filaments",21.0286582661549,"Nvec","Adult"
"427","Nvec_v1g126434","gland_secretory_5",16.5052102857643,"Nvec","Adult"
"428","Nvec_v1g127215","gland_secretory_8",25.4937045919001,"Nvec","Adult"
"429","Nvec_v1g129650","gland_secretory_U17",24.0641129713476,"Nvec","Adult"
"430","Nvec_v1g129669","gland_secretory_U17",21.0001058822123,"Nvec","Adult"
"431","Nvec_v1g130750","gland_secretory_5",35.1308466334194,"Nvec","Adult"
"432","Nvec_v1g132059","digestive_filaments",7.66167455448991,"Nvec","Adult"
"433","Nvec_v1g135278","neuron_unclass2",67.2440094207635,"Nvec","Adult"
"434","Nvec_v1g1374","neuron_peptidergic1",37.46966328029,"Nvec","Adult"
"435","Nvec_v1g137770","neuron_unclass9",19.1333311588461,"Nvec","Adult"
"436","Nvec_v1g138181","gland_secretory_U11",42.0183699673827,"Nvec","Adult"
"437","Nvec_v1g139511","digestive_filaments",7.61189572081708,"Nvec","Adult"
"438","Nvec_v1g140371","digestive_filaments",7.44219991162934,"Nvec","Adult"
"439","Nvec_v1g140878","muscle_X1",10.800428341346,"Nvec","Adult"
"440","Nvec_v1g142051","precursors_neuronal",6.65170318076999,"Nvec","Adult"
"441","Nvec_v1g143195","gland_secretory_U16",13.2017599033009,"Nvec","Adult"
"442","Nvec_v1g14580","gland_secretory_1A",16.1022516964127,"Nvec","Adult"
"443","Nvec_v1g14817","gland_secretory_U4",34.7604248461333,"Nvec","Adult"
"444","Nvec_v1g148607","gland_secretory_U20",32.1938691645644,"Nvec","Adult"
"445","Nvec_v1g15207","gland_secretory_4",17.1741414544003,"Nvec","Adult"
"446","Nvec_v1g158003","neuron_unclass5",6.21917262212991,"Nvec","Adult"
"447","Nvec_v1g160634","muscle_tentacle_retractor",95.5560502292464,"Nvec","Adult"
"448","Nvec_v1g160645","precursors_neuronal",5.72219488159487,"Nvec","Adult"
"449","Nvec_v1g160761","gland_secretory_2",7.57775441544914,"Nvec","Adult"
"450","Nvec_v1g160849","neuron_unclass6",12.3357753793059,"Nvec","Adult"
"451","Nvec_v1g162983","gland_secretory_6",19.8324642476603,"Nvec","Adult"
"452","Nvec_v1g163008","muscle_parietal_circular_prog",9.88489635588725,"Nvec","Adult"
"453","Nvec_v1g164727","neuron_unclass15",51.3250095207286,"Nvec","Adult"
"454","Nvec_v1g167052","neuron_peptidergic4",32.7793559594585,"Nvec","Adult"
"455","Nvec_v1g169611","muscle_tentacle_retractor",33.3912481100169,"Nvec","Adult"
"456","Nvec_v1g170371","muscle_gastroderm_tentacle_bud_stage",11.9950672261116,"Nvec","Adult"
"457","Nvec_v1g170524","gland_secretory_U16",26.2175018437089,"Nvec","Adult"
"458","Nvec_v1g173158","gland_secretory_U7",20.2319880445033,"Nvec","Adult"
"459","Nvec_v1g175341","gastrodermis",27.2376474069685,"Nvec","Adult"
"460","Nvec_v1g178640","precursors_neuronal",7.40860149347669,"Nvec","Adult"
"461","Nvec_v1g180912","muscle_somatic_gonad",31.8636064688599,"Nvec","Adult"
"462","Nvec_v1g182198","neuron_unclass2",26.9424459592479,"Nvec","Adult"
"463","Nvec_v1g184228","muscle_tentacle_retractor",58.3447421619736,"Nvec","Adult"
"464","Nvec_v1g1848","gland_secretory_1B",11.0739824164307,"Nvec","Adult"
"465","Nvec_v1g186216","neuron_unclass4",11.6214401408454,"Nvec","Adult"
"466","Nvec_v1g189485","precursors_neuronal",12.1498603199794,"Nvec","Adult"
"467","Nvec_v1g191355","gland_secretory_U1",33.0682400393876,"Nvec","Adult"
"468","Nvec_v1g191860","muscle_somatic_gonad",11.0530733784231,"Nvec","Adult"
"469","Nvec_v1g196376","cnidocyte_spirocytes",65.3158662047093,"Nvec","Adult"
"470","Nvec_v1g196402","neuron_unk6",29.8597289807182,"Nvec","Adult"
"471","Nvec_v1g196494","neuron_unk17",10.607192673231,"Nvec","Adult"
"472","Nvec_v1g196642","neuron_unclass2",47.7220714426566,"Nvec","Adult"
"473","Nvec_v1g196778","neuron_unk13",11.9805980343813,"Nvec","Adult"
"474","Nvec_v1g197000","muscle_tentacle_retractor",29.333942704535,"Nvec","Adult"
"475","Nvec_v1g197208","gland_secretory_U19",25.4783103114773,"Nvec","Adult"
"476","Nvec_v1g197214","neuron_unclass13",16.8716410073841,"Nvec","Adult"
"477","Nvec_v1g197473","neuron_unclass15",12.0154087316554,"Nvec","Adult"
"478","Nvec_v1g197990","gland_secretory_8",17.2399168124681,"Nvec","Adult"
"479","Nvec_v1g198658","neuron_peptidergic1",9.35882984271109,"Nvec","Adult"
"480","Nvec_v1g198772","neuron_unk2",26.6919614718729,"Nvec","Adult"
"481","Nvec_v1g198867","neuron_unclass5",6.46089978083515,"Nvec","Adult"
"482","Nvec_v1g199428","gland_secretory_U17",21.4665067082822,"Nvec","Adult"
"483","Nvec_v1g199717","gland_secretory_U16",27.8914962318005,"Nvec","Adult"
"484","Nvec_v1g200103","gastrodermis",11.2979453971516,"Nvec","Adult"
"485","Nvec_v1g200173","muscle_somatic_gonad",16.3563948406701,"Nvec","Adult"
"486","Nvec_v1g200272","precursors",4.80924315584213,"Nvec","Adult"
"487","Nvec_v1g200525","neuron_vasopressin",17.9851767519556,"Nvec","Adult"
"488","Nvec_v1g200701","neuron_unk4",10.8495282360783,"Nvec","Adult"
"489","Nvec_v1g201388","gland_secretory_9",11.2872105856815,"Nvec","Adult"
"490","Nvec_v1g201437","neuron_peptidergic2",12.8436181832238,"Nvec","Adult"
"491","Nvec_v1g202466","neuron_peptidergic5",18.8493183051337,"Nvec","Adult"
"492","Nvec_v1g202566","gland_secretory_U9",19.3633529253996,"Nvec","Adult"
"493","Nvec_v1g202575","neuron_unclass2",35.7028382125673,"Nvec","Adult"
"494","Nvec_v1g202726","gland_secretory_U3",23.6792471091451,"Nvec","Adult"
"495","Nvec_v1g202728","gland_secretory_U3",66.8740785274726,"Nvec","Adult"
"496","Nvec_v1g202958","neuron_unk4",9.77525133071748,"Nvec","Adult"
"497","Nvec_v1g203270","gland_secretory_6",51.8274685447523,"Nvec","Adult"
"498","Nvec_v1g203298","muscle_tentacle_retractor",41.0990066373987,"Nvec","Adult"
"499","Nvec_v1g203447","neuron_peptidergic2",7.73903395720656,"Nvec","Adult"
"500","Nvec_v1g203613","gland_secretory_U2",13.5637063883842,"Nvec","Adult"
"501","Nvec_v1g203737","gland_secretory_1B",10.9433451812298,"Nvec","Adult"
"502","Nvec_v1g203803","gland_secretory_U14",18.948322565038,"Nvec","Adult"
"503","Nvec_v1g204108","neuron_unk2",11.5911474562031,"Nvec","Adult"
"504","Nvec_v1g204213","neuron_unk1",14.3406994574824,"Nvec","Adult"
"505","Nvec_v1g204423","gland_secretory_2",19.868592336813,"Nvec","Adult"
"506","Nvec_v1g204742","gastrodermis",7.36618517558312,"Nvec","Adult"
"507","Nvec_v1g204835","gland_secretory_2",8.27538748483033,"Nvec","Adult"
"508","Nvec_v1g205216","neuron_unclass13",9.38055822582157,"Nvec","Adult"
"509","Nvec_v1g205566","gland_secretory_U2",16.4282212816543,"Nvec","Adult"
"510","Nvec_v1g205652","muscle_parietal_circular_prog",9.10776993252529,"Nvec","Adult"
"511","Nvec_v1g205768","neuron_peptidergic1",8.55859519085348,"Nvec","Adult"
"512","Nvec_v1g205904","neuron_unclass4",9.30448298660868,"Nvec","Adult"
"513","Nvec_v1g205964","gland_secretory_4",21.3756881905568,"Nvec","Adult"
"514","Nvec_v1g206150","precursors",3.42366837071909,"Nvec","Adult"
"515","Nvec_v1g206334","gland_secretory_2",6.90045567053165,"Nvec","Adult"
"516","Nvec_v1g207412","gland_secretory_9",119.018309247066,"Nvec","Adult"
"517","Nvec_v1g207413","gland_secretory_9",95.1037024105768,"Nvec","Adult"
"518","Nvec_v1g207428","gland_secretory_1B",7.79132329623498,"Nvec","Adult"
"519","Nvec_v1g207484","neuron_insulin",13.7573284015446,"Nvec","Adult"
"520","Nvec_v1g207656","neuron_peptidergic1",7.70876063540152,"Nvec","Adult"
"521","Nvec_v1g207789","neuron_peptidergic5",13.5452241295046,"Nvec","Adult"
"522","Nvec_v1g207979","gland_secretory_1B",5.29935693976965,"Nvec","Adult"
"523","Nvec_v1g208719","gland_secretory_U19",25.342496207391,"Nvec","Adult"
"524","Nvec_v1g209103","gland_secretory_U17",30.2019971603894,"Nvec","Adult"
"525","Nvec_v1g209643","gland_secretory_U15",52.2618878920585,"Nvec","Adult"
"526","Nvec_v1g209751","neuron_unk2",14.8035257592789,"Nvec","Adult"
"527","Nvec_v1g209813","neuron_peptidergic2",8.18936051388819,"Nvec","Adult"
"528","Nvec_v1g209854","gland_secretory_U2",12.0955316386543,"Nvec","Adult"
"529","Nvec_v1g209875","neuron_unk17",10.703274834261,"Nvec","Adult"
"530","Nvec_v1g210012","muscle_tentacle_retractor",63.5332459930697,"Nvec","Adult"
"531","Nvec_v1g210724","gland_secretory_U14",21.4408380257827,"Nvec","Adult"
"532","Nvec_v1g21107","neuron_peptidergic5",19.2165757218491,"Nvec","Adult"
"533","Nvec_v1g211382","neuron_peptidergic2",7.9020840776187,"Nvec","Adult"
"534","Nvec_v1g211421","gland_secretory_U7",8.55860036298958,"Nvec","Adult"
"535","Nvec_v1g211786","neuron_vasopressin",9.00858374436434,"Nvec","Adult"
"536","Nvec_v1g212947","gland_secretory_8",18.6317452076326,"Nvec","Adult"
"537","Nvec_v1g213684","neuron_unclass6",11.5773117383991,"Nvec","Adult"
"538","Nvec_v1g213955","gland_secretory_U14",12.9155651765513,"Nvec","Adult"
"539","Nvec_v1g214199","gland_secretory_U2",48.7009905122641,"Nvec","Adult"
"540","Nvec_v1g214210","neuron_unk13",15.1541213251186,"Nvec","Adult"
"541","Nvec_v1g214299","muscle_tentacle_retractor",53.0509229199753,"Nvec","Adult"
"542","Nvec_v1g214505","gland_secretory_U4",38.0639488043297,"Nvec","Adult"
"543","Nvec_v1g214632","neuron_peptidergic1",12.5029768535166,"Nvec","Adult"
"544","Nvec_v1g214763","gland_secretory_U11",81.5011345548065,"Nvec","Adult"
"545","Nvec_v1g215021","gland_secretory_U15",19.8014819962291,"Nvec","Adult"
"546","Nvec_v1g215376","neuron_unclass9",7.68823037290459,"Nvec","Adult"
"547","Nvec_v1g216393","neuron_unk15",15.5730515868659,"Nvec","Adult"
"548","Nvec_v1g216636","neuron_unk8",7.16250773787894,"Nvec","Adult"
"549","Nvec_v1g216683","gland_secretory_U17",33.2055043640173,"Nvec","Adult"
"550","Nvec_v1g217111","gland_secretory_5",73.3140807011552,"Nvec","Adult"
"551","Nvec_v1g217955","neuron_unk6",10.4278042680131,"Nvec","Adult"
"552","Nvec_v1g219629","neuron_peptidergic1",13.9822922807992,"Nvec","Adult"
"553","Nvec_v1g220300","gland_secretory_U11",24.7143641099212,"Nvec","Adult"
"554","Nvec_v1g220404","neuron_unk1",12.7532177246027,"Nvec","Adult"
"555","Nvec_v1g220884","gland_secretory_5",16.0482363637161,"Nvec","Adult"
"556","Nvec_v1g226298","digestive_filaments",6.53483397142913,"Nvec","Adult"
"557","Nvec_v1g22673","neuron_peptidergic1",8.8889064834706,"Nvec","Adult"
"558","Nvec_v1g228010","neuron_peptidergic1",8.21421598778441,"Nvec","Adult"
"559","Nvec_v1g228028","cnidocyte_spirocytes",62.0890927607209,"Nvec","Adult"
"560","Nvec_v1g229125","gland_secretory_U17",22.736672226196,"Nvec","Adult"
"561","Nvec_v1g229213","muscle_gastroderm_tentacle_bud_stage",14.3998925331574,"Nvec","Adult"
"562","Nvec_v1g231726","gland_secretory_1B",15.7968919395618,"Nvec","Adult"
"563","Nvec_v1g232015","cnidocyte_spirocytes",35.871056479785,"Nvec","Adult"
"564","Nvec_v1g232380","neuron_lwamide",16.4324215206842,"Nvec","Adult"
"565","Nvec_v1g232547","epidermis",7.22191968856503,"Nvec","Adult"
"566","Nvec_v1g233260","gland_secretory_U14",16.0299643209624,"Nvec","Adult"
"567","Nvec_v1g233305","muscle_tentacle_retractor",36.9823970288092,"Nvec","Adult"
"568","Nvec_v1g233307","neuron_unk14",4.71549655498973,"Nvec","Adult"
"569","Nvec_v1g233523","neuron_lwamide",5.98691403282781,"Nvec","Adult"
"570","Nvec_v1g233578","neuron_unk3",43.1812600309617,"Nvec","Adult"
"571","Nvec_v1g233829","neuron_unk11",6.73391427646646,"Nvec","Adult"
"572","Nvec_v1g233837","gland_secretory_U1",19.0318468809785,"Nvec","Adult"
"573","Nvec_v1g233881","precursors_neuronal",5.55751336273209,"Nvec","Adult"
"574","Nvec_v1g234428","gland_secretory_U16",29.8873478604666,"Nvec","Adult"
"575","Nvec_v1g234521","neuron_unclass4",7.57571168486191,"Nvec","Adult"
"576","Nvec_v1g234533","precursors_neuronal",5.66940950015774,"Nvec","Adult"
"577","Nvec_v1g235000","neuron_unk16",5.39646074354265,"Nvec","Adult"
"578","Nvec_v1g235818","muscle_gastroderm_tentacle_bud_stage",13.460274867529,"Nvec","Adult"
"579","Nvec_v1g236044","gland_secretory_U16",18.3687389735087,"Nvec","Adult"
"580","Nvec_v1g236320","precursors",3.68320961496589,"Nvec","Adult"
"581","Nvec_v1g236657","neuron_unclass2",14.2549889859868,"Nvec","Adult"
"582","Nvec_v1g237552","gastrodermis",24.0149233760311,"Nvec","Adult"
"583","Nvec_v1g237815","neuron_vasopressin",18.7197929557344,"Nvec","Adult"
"584","Nvec_v1g237880","neuron_unk2",13.0794360276581,"Nvec","Adult"
"585","Nvec_v1g237940","gland_secretory_6",44.6218528647682,"Nvec","Adult"
"586","Nvec_v1g238343","cnidocyte_nematocytes",27.0566217443912,"Nvec","Adult"
"587","Nvec_v1g238353","cnidocyte_spirocytes",82.6085845150627,"Nvec","Adult"
"588","Nvec_v1g238392","cnidocyte_nematocytes",24.6839832195887,"Nvec","Adult"
"589","Nvec_v1g238655","cnidocyte_nematocytes",24.2585137231976,"Nvec","Adult"
"590","Nvec_v1g238737","gland_secretory_8",21.3501696692335,"Nvec","Adult"
"591","Nvec_v1g239042","neuron_peptidergic4",12.0727617981525,"Nvec","Adult"
"592","Nvec_v1g239048","gland_secretory_5",13.4354778980227,"Nvec","Adult"
"593","Nvec_v1g239263","neuron_unclass7",16.2459060274071,"Nvec","Adult"
"594","Nvec_v1g239270","neuron_peptidergic4",19.4031664557005,"Nvec","Adult"
"595","Nvec_v1g239479","neuron_unclass9",7.39807777525696,"Nvec","Adult"
"596","Nvec_v1g239633","neuron_unclass3",22.7023758562485,"Nvec","Adult"
"597","Nvec_v1g239676","cnidocyte_nematocytes",28.146250780285,"Nvec","Adult"
"598","Nvec_v1g239689","neuron_unk8",8.45117265681347,"Nvec","Adult"
"599","Nvec_v1g239910","neuron_unk17",36.2655286750855,"Nvec","Adult"
"600","Nvec_v1g240024","neuron_unk15",84.4267787569194,"Nvec","Adult"
"601","Nvec_v1g240186","neuron_unk1",11.9894445819504,"Nvec","Adult"
"602","Nvec_v1g240187","neuron_unclass4",11.7871074356653,"Nvec","Adult"
"603","Nvec_v1g240423","neuron_unk8",7.57093274190777,"Nvec","Adult"
"604","Nvec_v1g240712","gland_secretory_U7",7.48053847731011,"Nvec","Adult"
"605","Nvec_v1g240821","neuron_unk8",9.40233895620206,"Nvec","Adult"
"606","Nvec_v1g240903","neuron_unk6",10.0709648368368,"Nvec","Adult"
"607","Nvec_v1g240916","neuron_peptidergic3",7.81898250849613,"Nvec","Adult"
"608","Nvec_v1g240969","gastrodermis",8.46829251752403,"Nvec","Adult"
"609","Nvec_v1g240988","gastrodermis",9.74110369829465,"Nvec","Adult"
"610","Nvec_v1g241202","gland_secretory_6",50.5289275470857,"Nvec","Adult"
"611","Nvec_v1g241276","neuron_lwamide",5.62860247775122,"Nvec","Adult"
"612","Nvec_v1g241424","epidermis",9.12073550455055,"Nvec","Adult"
"613","Nvec_v1g241430","epidermis",11.4233813029684,"Nvec","Adult"
"614","Nvec_v1g241536","muscle_X1",11.3849842333993,"Nvec","Adult"
"615","Nvec_v1g241615","gland_secretory_1A",10.9144225891747,"Nvec","Adult"
"616","Nvec_v1g241660","muscle_X1",117.690337797973,"Nvec","Adult"
"617","Nvec_v1g241728","neuron_peptidergic5",19.7512800594804,"Nvec","Adult"
"618","Nvec_v1g241995","gland_secretory_U1",37.0266562437447,"Nvec","Adult"
"619","Nvec_v1g242072","neuron_unclass15",6.98470537526352,"Nvec","Adult"
"620","Nvec_v1g242161","gland_secretory_8",17.06580862352,"Nvec","Adult"
"621","Nvec_v1g242253","epidermis",15.9652862113813,"Nvec","Adult"
"622","Nvec_v1g242265","digestive_filaments",7.10873164854298,"Nvec","Adult"
"623","Nvec_v1g242423","gland_secretory_U9",134.606447387807,"Nvec","Adult"
"624","Nvec_v1g242566","precursors",3.61929336169952,"Nvec","Adult"
"625","Nvec_v1g242643","neuron_unclass9",12.0903153471655,"Nvec","Adult"
"626","Nvec_v1g242913","gland_secretory_3",44.4346578450316,"Nvec","Adult"
"627","Nvec_v1g242984","digestive_filaments",15.4780073167417,"Nvec","Adult"
"628","Nvec_v1g243008","cnidocyte_spirocytes",87.1372328771324,"Nvec","Adult"
"629","Nvec_v1g243143","gland_secretory_9",93.0699675378475,"Nvec","Adult"
"630","Nvec_v1g243188","cnidocyte_nematocytes",25.8594319713688,"Nvec","Adult"
"631","Nvec_v1g243241","neuron_unclass4",7.75506205992556,"Nvec","Adult"
"632","Nvec_v1g243369","muscle_X1",14.5928264993422,"Nvec","Adult"
"633","Nvec_v1g243643","neuron_unclass15",290.05979805841,"Nvec","Adult"
"634","Nvec_v1g243682","gland_secretory_6",34.6333473661765,"Nvec","Adult"
"635","Nvec_v1g244013","neuron_vasopressin",9.78706651135285,"Nvec","Adult"
"636","Nvec_v1g244207","neuron_unk1",16.783148933733,"Nvec","Adult"
"637","Nvec_v1g244734","gland_secretory_U14",11.0076375496398,"Nvec","Adult"
"638","Nvec_v1g244953","neuron_peptidergic3",74.5509013357809,"Nvec","Adult"
"639","Nvec_v1g245153","epidermis",11.794821209159,"Nvec","Adult"
"640","Nvec_v1g245220","gland_secretory_2",10.980378835296,"Nvec","Adult"
"641","Nvec_v1g245394","precursors",3.51851741245634,"Nvec","Adult"
"642","Nvec_v1g245425","gland_secretory_1A",9.40658219924712,"Nvec","Adult"
"643","Nvec_v1g245441","neuron_unclass3",9.74605510685647,"Nvec","Adult"
"644","Nvec_v1g245535","gland_secretory_3",122.915992433086,"Nvec","Adult"
"645","Nvec_v1g245591","epidermis",16.3359690725113,"Nvec","Adult"
"646","Nvec_v1g245689","muscle_X1",11.341726559978,"Nvec","Adult"
"647","Nvec_v1g245862","gland_secretory_U19",37.0970900262714,"Nvec","Adult"
"648","Nvec_v1g245886","neuron_unk1",21.0179625082972,"Nvec","Adult"
"649","Nvec_v1g246132","gland_secretory_4",18.7357462185962,"Nvec","Adult"
"650","Nvec_v1g246240","cnidocyte_spirocytes",77.662593438886,"Nvec","Adult"
"651","Nvec_v1g246348","gland_secretory_4",18.6462276162794,"Nvec","Adult"
"652","Nvec_v1g246653","muscle_somatic_gonad",11.2820546641466,"Nvec","Adult"
"653","Nvec_v1g246686","neuron_peptidergic5",18.7829533169704,"Nvec","Adult"
"654","Nvec_v1g246737","cnidocyte_nematocytes",24.7713306505535,"Nvec","Adult"
