"","gene","cell_type","FC","Species","Lifestage"
"1001","Spis_XP_022807872_1","gland_1",17.7047403206467,"Spis","Adult"
"1002","Spis_XP_022808027_1","gland_4",19.1331740966509,"Spis","Adult"
"1003","Spis_XP_022808226_1","gland_8",5.96660371412771,"Spis","Adult"
"1004","Spis_XP_022808236_1","gland_9",33.193909607302,"Spis","Adult"
"1005","Spis_XP_022808637_1","neuron_6",17.5154222373687,"Spis","Adult"
"1006","Spis_XP_022808967_1","gland_5",7.55453376914347,"Spis","Adult"
"1007","Spis_XP_022809335_1","neuron_1",9.76665657966385,"Spis","Adult"
"1008","Spis_XP_022810150_1","neuron_5",10.7708415463849,"Spis","Adult"
"1009","Spis_XP_022810159_1","neuron_4",7.67792130388612,"Spis","Adult"
"1010","Spis_XP_022810190_1","unknown",17.5668325482136,"Spis","Adult"
"1011","orphan_peak_10644","neuron_14",7.94623972808843,"Spis","Adult"
"1012","orphan_peak_11567","neuron_8",8.67461469263731,"Spis","Adult"
"1013","orphan_peak_11821","immune_1",10.4666718763358,"Spis","Adult"
"1014","orphan_peak_12721","gland_6",6.60565885815158,"Spis","Adult"
"1015","orphan_peak_13429","unknown",31.6902816249415,"Spis","Adult"
"1016","orphan_peak_13657","gland_10",7.6561231860618,"Spis","Adult"
"1017","orphan_peak_13713","calicoblast",10.124862603868,"Spis","Adult"
"1018","orphan_peak_13714","calicoblast",11.8438516043231,"Spis","Adult"
"1019","orphan_peak_1431","neuron_14",12.9121409353908,"Spis","Adult"
"1020","orphan_peak_14359","neuron_3",33.6696266415595,"Spis","Adult"
"1021","orphan_peak_14361","neuron_3",41.1608126024265,"Spis","Adult"
"1022","orphan_peak_14387","unknown",20.5035789082,"Spis","Adult"
"1023","orphan_peak_14663","calicoblast",10.6235179882747,"Spis","Adult"
"1024","orphan_peak_16456","neuron_3",14.8085607289078,"Spis","Adult"
"1025","orphan_peak_16904","mitotic_host_cells",7.02452765599396,"Spis","Adult"
"1026","orphan_peak_17367","neuron_10",67.3802167295645,"Spis","Adult"
"1027","orphan_peak_1959","digestive_filaments",4.31116451233278,"Spis","Adult"
"1028","orphan_peak_20874","unknown",66.2975569312177,"Spis","Adult"
"1029","orphan_peak_20992","neuron_1",7.47717700113973,"Spis","Adult"
"1030","orphan_peak_21324","germline_sperm",27.6403374718272,"Spis","Adult"
"1031","orphan_peak_2635","neuron_13",23.5026254601377,"Spis","Adult"
"1032","orphan_peak_2723","neuron_9",8.71116232910236,"Spis","Adult"
"1033","orphan_peak_3033","neuron_6",13.5690401051736,"Spis","Adult"
"1034","orphan_peak_3142","gland_8",8.74668041397108,"Spis","Adult"
"1035","orphan_peak_3804","immune_2",13.589480731301,"Spis","Adult"
"1036","orphan_peak_3939","alga.hosting_cells",10.5694881792427,"Spis","Adult"
"1037","orphan_peak_4595","immune_2",15.3516458629091,"Spis","Adult"
"1038","orphan_peak_4652","gland_4",73.4470454021691,"Spis","Adult"
"1039","orphan_peak_5476","neuron_3",14.107545045137,"Spis","Adult"
"1040","orphan_peak_5483","neuron_3",12.8950188999411,"Spis","Adult"
"1041","orphan_peak_5883","neuron_11",100.101444857096,"Spis","Adult"
"1042","orphan_peak_6258","neuron_1",11.6068048667522,"Spis","Adult"
"1043","orphan_peak_6262","neuron_1",11.2813748352274,"Spis","Adult"
"1044","orphan_peak_6263","neuron_1",10.2491835323263,"Spis","Adult"
"1045","orphan_peak_702","gland_8",8.91645990968327,"Spis","Adult"
"1046","orphan_peak_703","gland_8",136.843726290033,"Spis","Adult"
"1047","orphan_peak_7454","neuron_14",10.5454576561202,"Spis","Adult"
"1048","orphan_peak_7564","mitotic_host_cells",9.99124066459359,"Spis","Adult"
"1049","orphan_peak_7948","neuron_3",24.3336495015896,"Spis","Adult"
"1050","orphan_peak_881","germline_sperm",26.6957108513928,"Spis","Adult"
"1051","Spis14850_1","unknown_2",14.656575270667,"Spis","Larva"
"1052","Spis9206_1","unknown_3",7.07069717921698,"Spis","Larva"
"1053","Spis_LOC111328244","unknown_6",5.95819820435879,"Spis","Larva"
"1054","Spis_LOC111329343","neuron_2",8.48166576509096,"Spis","Larva"
"1055","Spis_LOC111329587","unknown_2",18.4050179441613,"Spis","Larva"
"1056","Spis_LOC111333985","unknown_1",37.3131366861548,"Spis","Larva"
"1057","Spis_LOC111341538","neuron_2",9.30699626528304,"Spis","Larva"
"1058","Spis_LOC111346903","precursors",2.48581398223775,"Spis","Larva"
"1059","Spis_XP_022777441_1","gastrodermis_2",10.2523732005894,"Spis","Larva"
"1060","Spis_XP_022779335_1","gastrodermis_1",7.09145647851862,"Spis","Larva"
"1061","Spis_XP_022779645_1","neuron_1",9.87382928059138,"Spis","Larva"
"1062","Spis_XP_022780014_1","unknown_2",40.5510130577339,"Spis","Larva"
"1063","Spis_XP_022780694_1","cnidocyte",5.18892464168125,"Spis","Larva"
"1064","Spis_XP_022781228_1","unknown_1",117.624484253691,"Spis","Larva"
"1065","Spis_XP_022781244_1","gland_3",59.2361591249278,"Spis","Larva"
"1066","Spis_XP_022781382_1","epidermis",6.80658863081609,"Spis","Larva"
"1067","Spis_XP_022781398_1","gastrodermis_1",8.9653956247053,"Spis","Larva"
"1068","Spis_XP_022781433_1","epidermis",7.55958620648973,"Spis","Larva"
"1069","Spis_XP_022781462_1","precursors",2.60327184782785,"Spis","Larva"
"1070","Spis_XP_022782222_1","gastrodermis_2",9.84404918869026,"Spis","Larva"
"1071","Spis_XP_022783033_1","unknown_5",6.15931993180481,"Spis","Larva"
"1072","Spis_XP_022783143_1","precursors",3.25912569762057,"Spis","Larva"
"1073","Spis_XP_022783156_1","gland_1",41.9452070830701,"Spis","Larva"
"1074","Spis_XP_022783199_1","unknown_3",7.84213380089757,"Spis","Larva"
"1075","Spis_XP_022783377_1","unknown_5",8.08732018674333,"Spis","Larva"
"1076","Spis_XP_022783430_1","cnidocyte",4.10637547189063,"Spis","Larva"
"1077","Spis_XP_022783889_1","cnidocyte",4.81510499533918,"Spis","Larva"
"1078","Spis_XP_022784111_1","unknown_3",5.64489744368514,"Spis","Larva"
"1079","Spis_XP_022784532_1","gland_2",27.7851572084991,"Spis","Larva"
"1080","Spis_XP_022784558_1","unknown_4",3.93522478020512,"Spis","Larva"
"1081","Spis_XP_022785026_1","neuron_1",10.9365790925018,"Spis","Larva"
"1082","Spis_XP_022785031_1","unknown_1",49.3153094363483,"Spis","Larva"
"1083","Spis_XP_022785216_1","unknown_3",7.37436953112588,"Spis","Larva"
"1084","Spis_XP_022785263_1","gastrodermis_1",14.2412767608968,"Spis","Larva"
"1085","Spis_XP_022785414_1","cnidocyte",4.17362811548712,"Spis","Larva"
"1086","Spis_XP_022785430_1","unknown_4",4.6512405625335,"Spis","Larva"
"1087","Spis_XP_022785431_1","unknown_4",20.314025930436,"Spis","Larva"
"1088","Spis_XP_022785432_1","unknown_4",23.8688308697652,"Spis","Larva"
"1089","Spis_XP_022785671_1","unknown_4",4.84997477968884,"Spis","Larva"
"1090","Spis_XP_022786096_1","neuron_1",13.9438984677025,"Spis","Larva"
"1091","Spis_XP_022786242_1","gland_2",149.793076105012,"Spis","Larva"
"1092","Spis_XP_022786855_1","unknown_1",100.007022865025,"Spis","Larva"
"1093","Spis_XP_022786917_1","gastrodermis_1",7.09394417638087,"Spis","Larva"
"1094","Spis_XP_022787039_1","gastrodermis_2",18.1441468543097,"Spis","Larva"
"1095","Spis_XP_022787051_1","unknown_2",40.7834583538122,"Spis","Larva"
"1096","Spis_XP_022787225_1","gastrodermis_2",11.1323469220525,"Spis","Larva"
"1097","Spis_XP_022787505_1","cnidocyte",5.4656727913748,"Spis","Larva"
"1098","Spis_XP_022787864_1","epidermis",4.74429751918348,"Spis","Larva"
"1099","Spis_XP_022788130_1","unknown_5",7.65907401319792,"Spis","Larva"
"1100","Spis_XP_022788291_1","gland_3",214.802818706031,"Spis","Larva"
"1101","Spis_XP_022788292_1","gland_1",75.2394207873099,"Spis","Larva"
"1102","Spis_XP_022788453_1","precursors",2.93379883957436,"Spis","Larva"
"1103","Spis_XP_022788469_1","cnidocyte",4.4889452844995,"Spis","Larva"
"1104","Spis_XP_022789393_1","unknown_5",6.51855765941459,"Spis","Larva"
"1105","Spis_XP_022789543_1","cnidocyte",4.52891809159145,"Spis","Larva"
"1106","Spis_XP_022789590_1","gland_3",14.6406722950927,"Spis","Larva"
"1107","Spis_XP_022789719_1","neuron_2",18.0126784870844,"Spis","Larva"
"1108","Spis_XP_022790281_1","precursors",2.85278124503109,"Spis","Larva"
"1109","Spis_XP_022790424_1","neuron_2",6.84354520590137,"Spis","Larva"
"1110","Spis_XP_022790776_1","gland_1",17.7078539904467,"Spis","Larva"
"1111","Spis_XP_022790832_1","gland_1",28.9592940479879,"Spis","Larva"
"1112","Spis_XP_022791277_1","gland_1",77.8637438290979,"Spis","Larva"
"1113","Spis_XP_022792389_1","digestive_filaments",8.66124637289413,"Spis","Larva"
"1114","Spis_XP_022792390_1","digestive_filaments",6.57824316263939,"Spis","Larva"
"1115","Spis_XP_022792391_1","digestive_filaments",7.91621570515512,"Spis","Larva"
"1116","Spis_XP_022792395_1","digestive_filaments",7.53689586690735,"Spis","Larva"
"1117","Spis_XP_022792565_1","unknown_2",18.6818648574289,"Spis","Larva"
"1118","Spis_XP_022792629_1","unknown_1",72.016556641877,"Spis","Larva"
"1119","Spis_XP_022792757_1","gastrodermis_2",11.151908672139,"Spis","Larva"
"1120","Spis_XP_022793420_1","gastrodermis_1",15.2964156578526,"Spis","Larva"
"1121","Spis_XP_022794301_1","neuron_1",20.4311623712433,"Spis","Larva"
"1122","Spis_XP_022794323_1","neuron_1",13.5384186613748,"Spis","Larva"
"1123","Spis_XP_022794326_1","neuron_1",11.2574512814532,"Spis","Larva"
"1124","Spis_XP_022794351_1","gastrodermis_1",10.38138601768,"Spis","Larva"
"1125","Spis_XP_022794431_1","unknown_3",6.49711898271483,"Spis","Larva"
"1126","Spis_XP_022794488_1","digestive_filaments",6.60742985944253,"Spis","Larva"
"1127","Spis_XP_022794775_1","unknown_5",8.1441108182322,"Spis","Larva"
"1128","Spis_XP_022795139_1","digestive_filaments",6.7377144984305,"Spis","Larva"
"1129","Spis_XP_022795430_1","unknown_5",6.92947927698634,"Spis","Larva"
"1130","Spis_XP_022795564_1","neuron_1",16.8327110377437,"Spis","Larva"
"1131","Spis_XP_022796010_1","epidermis",6.17246081158094,"Spis","Larva"
"1132","Spis_XP_022796495_1","digestive_filaments",6.29861426730149,"Spis","Larva"
"1133","Spis_XP_022797009_1","cnidocyte",4.35389289843702,"Spis","Larva"
"1134","Spis_XP_022797220_1","unknown_3",10.3623499082483,"Spis","Larva"
"1135","Spis_XP_022797264_1","unknown_3",12.752513093355,"Spis","Larva"
"1136","Spis_XP_022797461_1","unknown_5",6.19512021233517,"Spis","Larva"
"1137","Spis_XP_022797761_1","epidermis",7.6080443900703,"Spis","Larva"
"1138","Spis_XP_022797942_1","neuron_2",6.63467409671623,"Spis","Larva"
"1139","Spis_XP_022797997_1","unknown_3",10.0342936377942,"Spis","Larva"
"1140","Spis_XP_022798424_1","epidermis",32.0632402570914,"Spis","Larva"
"1141","Spis_XP_022798459_1","gland_1",50.7177502419291,"Spis","Larva"
"1142","Spis_XP_022798521_1","neuron_2",7.23645660834055,"Spis","Larva"
"1143","Spis_XP_022798541_1","gland_1",87.0088043630534,"Spis","Larva"
"1144","Spis_XP_022798601_1","precursors",2.83504506131735,"Spis","Larva"
"1145","Spis_XP_022799114_1","gland_3",15.051317096682,"Spis","Larva"
"1146","Spis_XP_022799139_1","neuron_1",10.0746119186479,"Spis","Larva"
"1147","Spis_XP_022799305_1","gland_3",19.862319624046,"Spis","Larva"
"1148","Spis_XP_022799425_1","unknown_5",7.06127071507214,"Spis","Larva"
"1149","Spis_XP_022799541_1","gastrodermis_1",12.1942579822248,"Spis","Larva"
"1150","Spis_XP_022799949_1","gastrodermis_2",26.7118354025224,"Spis","Larva"
"1151","Spis_XP_022800008_1","neuron_1",19.0706695422551,"Spis","Larva"
"1152","Spis_XP_022800199_1","gland_2",19.6947295206071,"Spis","Larva"
"1153","Spis_XP_022800419_1","unknown_6",5.50976346106483,"Spis","Larva"
"1154","Spis_XP_022800496_1","epidermis",4.1616187938199,"Spis","Larva"
"1155","Spis_XP_022800545_1","neuron_2",6.19290446032413,"Spis","Larva"
"1156","Spis_XP_022800850_1","unknown_5",8.75771441032212,"Spis","Larva"
"1157","Spis_XP_022801139_1","precursors",2.91854036965742,"Spis","Larva"
"1158","Spis_XP_022801217_1","gland_1",18.4390859103791,"Spis","Larva"
"1159","Spis_XP_022802871_1","digestive_filaments",7.63142473304891,"Spis","Larva"
"1160","Spis_XP_022803036_1","gastrodermis_2",13.2362825059931,"Spis","Larva"
"1161","Spis_XP_022803038_1","gastrodermis_2",14.7952120386293,"Spis","Larva"
"1162","Spis_XP_022803073_1","unknown_2",16.5265808636694,"Spis","Larva"
"1163","Spis_XP_022803082_1","unknown_2",43.5176302856948,"Spis","Larva"
"1164","Spis_XP_022803084_1","unknown_2",17.4796519131804,"Spis","Larva"
"1165","Spis_XP_022803300_1","unknown_1",58.8149259631218,"Spis","Larva"
"1166","Spis_XP_022803305_1","unknown_1",51.4669695349971,"Spis","Larva"
"1167","Spis_XP_022803308_1","unknown_1",106.593619834264,"Spis","Larva"
"1168","Spis_XP_022803773_1","epidermis",4.4859228818174,"Spis","Larva"
"1169","Spis_XP_022803774_1","epidermis",19.0007077921823,"Spis","Larva"
"1170","Spis_XP_022804348_1","neuron_1",14.9691621459665,"Spis","Larva"
"1171","Spis_XP_022805145_1","cnidocyte",5.5537847442724,"Spis","Larva"
"1172","Spis_XP_022805607_1","gland_2",69.818649012266,"Spis","Larva"
"1173","Spis_XP_022805721_1","gastrodermis_2",18.1078309204189,"Spis","Larva"
"1174","Spis_XP_022806051_1","gastrodermis_1",7.58086543032601,"Spis","Larva"
"1175","Spis_XP_022806376_1","gastrodermis_1",9.34881723876043,"Spis","Larva"
"1176","Spis_XP_022807389_1","cnidocyte",4.42847248237849,"Spis","Larva"
"1177","Spis_XP_022807466_1","unknown_4",4.37500153840781,"Spis","Larva"
"1178","Spis_XP_022807590_1","unknown_1",80.7100490069114,"Spis","Larva"
"1179","Spis_XP_022807844_1","neuron_2",6.38083909753643,"Spis","Larva"
"1180","Spis_XP_022809004_1","precursors",2.69991091482936,"Spis","Larva"
"1181","Spis_XP_022809032_1","gastrodermis_2",9.8738187055291,"Spis","Larva"
"1182","Spis_XP_022809608_1","unknown_3",9.46279546017921,"Spis","Larva"
"1183","Spis_XP_022809885_1","gastrodermis_1",9.56945267532658,"Spis","Larva"
"1184","orphan_peak_13183","unknown_6",5.43496590562993,"Spis","Larva"
"1185","orphan_peak_13184","unknown_6",11.3679680755577,"Spis","Larva"
"1186","orphan_peak_14663","precursors",3.25017506262248,"Spis","Larva"
"1187","orphan_peak_14875","unknown_6",5.51706286446191,"Spis","Larva"
"1188","orphan_peak_14983","unknown_6",5.1350284631886,"Spis","Larva"
"1189","orphan_peak_18925","unknown_6",7.79779262067017,"Spis","Larva"
"1190","orphan_peak_20049","unknown_6",8.44440438114058,"Spis","Larva"
"1191","orphan_peak_21645","unknown_1",79.3900122051039,"Spis","Larva"
"1192","orphan_peak_2723","gland_3",21.3451968868001,"Spis","Larva"
"1193","orphan_peak_312","gland_1",31.6372196634355,"Spis","Larva"
"1194","orphan_peak_354","unknown_2",12.2226660820788,"Spis","Larva"
"1195","orphan_peak_3917","unknown_6",5.58256358955558,"Spis","Larva"
"1196","orphan_peak_5515","gland_1",20.5034177870489,"Spis","Larva"
"1197","orphan_peak_6971","unknown_2",17.1234759781227,"Spis","Larva"
"1198","orphan_peak_7147","unknown_6",7.95487820888491,"Spis","Larva"
"1199","orphan_peak_916","unknown_4",4.29276100281206,"Spis","Larva"
"1200","Spis14850_1","gland_1",14.171930724868,"Spis","Polyp"
"1201","Spis18343_1","cnidocyte",23.358722664308,"Spis","Polyp"
"1202","Spis7630_1","epidermis_1",5.87281118716636,"Spis","Polyp"
"1203","Spis8274_1","neuron_2",8.8501959348888,"Spis","Polyp"
"1204","Spis_LOC111325409","neuron_2",10.4477670644424,"Spis","Polyp"
"1205","Spis_LOC111330497","neuron_2",11.6851318542794,"Spis","Polyp"
"1206","Spis_LOC111330502","neuron_2",9.63216604346742,"Spis","Polyp"
"1207","Spis_LOC111331252","gland_2",9.24950997020315,"Spis","Polyp"
"1208","Spis_LOC111332860","gland_2",21.3082020605759,"Spis","Polyp"
"1209","Spis_LOC111344254","unknown_2",17.8143787468661,"Spis","Polyp"
"1210","Spis_LOC111344492","precursors",4.61364449690419,"Spis","Polyp"
"1211","Spis_XP_022778950_1","epidermis_1",4.67061447313207,"Spis","Polyp"
"1212","Spis_XP_022779130_1","calicoblast",5.9248007437341,"Spis","Polyp"
"1213","Spis_XP_022779225_1","unknown_3",4.19149959303424,"Spis","Polyp"
"1214","Spis_XP_022779255_1","gastrodermis",8.62632310730056,"Spis","Polyp"
"1215","Spis_XP_022779256_1","gastrodermis",7.14357892606304,"Spis","Polyp"
"1216","Spis_XP_022779335_1","gastrodermis",9.60505090912137,"Spis","Polyp"
"1217","Spis_XP_022779720_1","gastrodermis",8.15479436386621,"Spis","Polyp"
"1218","Spis_XP_022780014_1","gland_1",287.556414115337,"Spis","Polyp"
"1219","Spis_XP_022780302_1","neuron_1",7.40006567137543,"Spis","Polyp"
"1220","Spis_XP_022780690_1","unknown_2",7.51841328961856,"Spis","Polyp"
"1221","Spis_XP_022780833_1","unknown_3",5.41267725558189,"Spis","Polyp"
"1222","Spis_XP_022781017_1","gastrodermis",6.58494497551802,"Spis","Polyp"
"1223","Spis_XP_022781228_1","unknown_1",71.8622677138214,"Spis","Polyp"
"1224","Spis_XP_022781244_1","gland_2",8.70123620163394,"Spis","Polyp"
"1225","Spis_XP_022781915_1","calicoblast",7.7291161982358,"Spis","Polyp"
"1226","Spis_XP_022781960_1","precursors",5.82445460689292,"Spis","Polyp"
"1227","Spis_XP_022782002_1","neuron_1",11.8403309848956,"Spis","Polyp"
"1228","Spis_XP_022782832_1","unknown_2",6.24589103359625,"Spis","Polyp"
"1229","Spis_XP_022782997_1","unknown_2",6.44241695698673,"Spis","Polyp"
"1230","Spis_XP_022783113_1","neuron_1",10.2874688692112,"Spis","Polyp"
"1231","Spis_XP_022783192_1","gland_2",13.7160795328515,"Spis","Polyp"
"1232","Spis_XP_022783305_1","gland_1",14.5549696064252,"Spis","Polyp"
"1233","Spis_XP_022783415_1","calicoblast",8.86630207996132,"Spis","Polyp"
"1234","Spis_XP_022783430_1","unknown_2",8.68556299688348,"Spis","Polyp"
"1235","Spis_XP_022785263_1","gastrodermis",7.28131494811227,"Spis","Polyp"
"1236","Spis_XP_022785364_1","unknown_2",6.78492132210866,"Spis","Polyp"
"1237","Spis_XP_022786096_1","neuron_1",24.7029963064607,"Spis","Polyp"
"1238","Spis_XP_022786325_1","cnidocyte",14.3486573858052,"Spis","Polyp"
"1239","Spis_XP_022786855_1","unknown_1",44.8383341341543,"Spis","Polyp"
"1240","Spis_XP_022786917_1","gastrodermis",8.90180646393644,"Spis","Polyp"
"1241","Spis_XP_022787040_1","cnidocyte",14.5905958048153,"Spis","Polyp"
"1242","Spis_XP_022787051_1","gland_1",155.242397507611,"Spis","Polyp"
"1243","Spis_XP_022787371_1","cnidocyte",35.1802912331156,"Spis","Polyp"
"1244","Spis_XP_022788291_1","gland_2",16.9566912133243,"Spis","Polyp"
"1245","Spis_XP_022789489_1","cnidocyte",14.0467150716855,"Spis","Polyp"
"1246","Spis_XP_022789499_1","cnidocyte",15.1501976099903,"Spis","Polyp"
"1247","Spis_XP_022790424_1","neuron_2",10.6116458256002,"Spis","Polyp"
"1248","Spis_XP_022790669_1","neuron_2",9.46111121043228,"Spis","Polyp"
"1249","Spis_XP_022791880_1","gland_2",11.8827207930028,"Spis","Polyp"
"1250","Spis_XP_022792017_1","neuron_1",9.08726553456128,"Spis","Polyp"
"1251","Spis_XP_022792148_1","neuron_2",8.82613077357985,"Spis","Polyp"
"1252","Spis_XP_022792629_1","unknown_1",34.5950195911102,"Spis","Polyp"
"1253","Spis_XP_022793420_1","gastrodermis",9.09956691071559,"Spis","Polyp"
"1254","Spis_XP_022793831_1","calicoblast",7.36537542428837,"Spis","Polyp"
"1255","Spis_XP_022793852_1","neuron_1",10.7965300138854,"Spis","Polyp"
"1256","Spis_XP_022794301_1","neuron_1",11.8601980345946,"Spis","Polyp"
"1257","Spis_XP_022794326_1","neuron_1",7.64507490874557,"Spis","Polyp"
"1258","Spis_XP_022794351_1","gastrodermis",8.21838878709628,"Spis","Polyp"
"1259","Spis_XP_022796493_1","cnidocyte",24.0112010077969,"Spis","Polyp"
"1260","Spis_XP_022796886_1","calicoblast",6.71215761901052,"Spis","Polyp"
"1261","Spis_XP_022797220_1","unknown_2",19.3672876104848,"Spis","Polyp"
"1262","Spis_XP_022797264_1","unknown_2",14.5677987623373,"Spis","Polyp"
"1263","Spis_XP_022797422_1","cnidocyte",25.8018082931716,"Spis","Polyp"
"1264","Spis_XP_022798324_1","gland_2",24.5675166020641,"Spis","Polyp"
"1265","Spis_XP_022798424_1","epidermis_1",5.10441923730257,"Spis","Polyp"
"1266","Spis_XP_022798948_1","calicoblast",6.3707977237334,"Spis","Polyp"
"1267","Spis_XP_022799245_1","unknown_3",5.68780216300162,"Spis","Polyp"
"1268","Spis_XP_022799249_1","neuron_2",9.84372662472098,"Spis","Polyp"
"1269","Spis_XP_022799307_1","gland_2",13.8314449205132,"Spis","Polyp"
"1270","Spis_XP_022799329_1","gland_2",6.60118743749359,"Spis","Polyp"
"1271","Spis_XP_022799335_1","gland_2",9.27430916383043,"Spis","Polyp"
"1272","Spis_XP_022799416_1","cnidocyte",28.8762599532925,"Spis","Polyp"
"1273","Spis_XP_022800008_1","neuron_1",48.6054857898145,"Spis","Polyp"
"1274","Spis_XP_022800024_1","neuron_1",7.27134870783196,"Spis","Polyp"
"1275","Spis_XP_022800545_1","neuron_2",9.5626557618287,"Spis","Polyp"
"1276","Spis_XP_022800575_1","epidermis_1",5.21127550724918,"Spis","Polyp"
"1277","Spis_XP_022801446_1","calicoblast",5.74566057624398,"Spis","Polyp"
"1278","Spis_XP_022801462_1","calicoblast",8.43997210408208,"Spis","Polyp"
"1279","Spis_XP_022803073_1","gland_1",15.5965668115408,"Spis","Polyp"
"1280","Spis_XP_022803082_1","gland_1",43.4095784872802,"Spis","Polyp"
"1281","Spis_XP_022803084_1","gland_1",17.2968838907822,"Spis","Polyp"
"1282","Spis_XP_022803300_1","unknown_1",36.996313222335,"Spis","Polyp"
"1283","Spis_XP_022803305_1","unknown_1",26.7738308555904,"Spis","Polyp"
"1284","Spis_XP_022803308_1","unknown_1",58.3273135028676,"Spis","Polyp"
"1285","Spis_XP_022803549_1","gastrodermis",8.36588418422906,"Spis","Polyp"
"1286","Spis_XP_022803685_1","unknown_3",31.5123532441307,"Spis","Polyp"
"1287","Spis_XP_022803859_1","epidermis_1",5.34598216806183,"Spis","Polyp"
"1288","Spis_XP_022803866_1","unknown_2",6.51641195488288,"Spis","Polyp"
"1289","Spis_XP_022804302_1","gland_1",8.56569401058247,"Spis","Polyp"
"1290","Spis_XP_022804995_1","epidermis_1",7.08463003940449,"Spis","Polyp"
"1291","Spis_XP_022805421_1","precursors",4.78854144916864,"Spis","Polyp"
"1292","Spis_XP_022805523_1","unknown_3",3.92285301408274,"Spis","Polyp"
"1293","Spis_XP_022805607_1","gland_1",11.9284844827533,"Spis","Polyp"
"1294","Spis_XP_022806650_1","cnidocyte",15.2900791564209,"Spis","Polyp"
"1295","Spis_XP_022806737_1","unknown_2",6.97344377706403,"Spis","Polyp"
"1296","Spis_XP_022807590_1","unknown_1",44.070439009836,"Spis","Polyp"
"1297","Spis_XP_022808792_1","unknown_3",29.5097415010883,"Spis","Polyp"
"1298","Spis_XP_022808793_1","unknown_3",29.8222142692283,"Spis","Polyp"
"1299","Spis_XP_022808800_1","unknown_3",50.9853306555454,"Spis","Polyp"
"1300","Spis_XP_022809001_1","calicoblast",5.66866811052121,"Spis","Polyp"
"1301","Spis_XP_022809005_1","epidermis_1",4.66827233858018,"Spis","Polyp"
"1302","orphan_peak_10023","precursors",4.42727486613549,"Spis","Polyp"
"1303","orphan_peak_11290","precursors",4.03308187004083,"Spis","Polyp"
"1304","orphan_peak_12458","calicoblast",6.80532758760935,"Spis","Polyp"
"1305","orphan_peak_1431","neuron_2",11.9917528374264,"Spis","Polyp"
"1306","orphan_peak_14663","epidermis_1",6.86277059420801,"Spis","Polyp"
"1307","orphan_peak_15509","epidermis_1",9.77219722342836,"Spis","Polyp"
"1308","orphan_peak_16181","precursors",5.86821031142782,"Spis","Polyp"
"1309","orphan_peak_2","precursors",4.72814179405133,"Spis","Polyp"
"1310","orphan_peak_21645","unknown_1",43.0064684116688,"Spis","Polyp"
"1311","orphan_peak_354","gland_1",12.6419835256858,"Spis","Polyp"
"1312","orphan_peak_3952","precursors",4.30700565942573,"Spis","Polyp"
"1313","orphan_peak_5375","unknown_1",28.482133598605,"Spis","Polyp"
"1314","orphan_peak_5910","precursors",5.19168716591039,"Spis","Polyp"
"1315","orphan_peak_6007","epidermis_1",5.57097651987382,"Spis","Polyp"
"1316","orphan_peak_7252","unknown_3",30.1633794012848,"Spis","Polyp"
"1317","orphan_peak_7311","precursors",4.76176734711479,"Spis","Polyp"
"1318","orphan_peak_7896","unknown_3",4.20825510650739,"Spis","Polyp"
"1319","orphan_peak_8409","unknown_1",28.8655008923344,"Spis","Polyp"
"1320","Xesp_000182","neuron5",17.5336494821209,"Xesp","Adult"
"1321","Xesp_000344","epidermis2",28.7783783306331,"Xesp","Adult"
"1322","Xesp_000345","epidermis2",30.8951664853951,"Xesp","Adult"
"1323","Xesp_000431","cnidocyte_precursor1",68.65142073136,"Xesp","Adult"
"1324","Xesp_000432","cnidocyte",248.717682926796,"Xesp","Adult"
"1325","Xesp_000459","digestive_filaments",11.0370800834766,"Xesp","Adult"
"1326","Xesp_000488","neuron9",29.7458933786944,"Xesp","Adult"
"1327","Xesp_000519","gastrodermis",17.9182418007774,"Xesp","Adult"
"1328","Xesp_000703","cnidocyte_precursor2",34.9873040942699,"Xesp","Adult"
"1329","Xesp_000728","gland_secretory3",99.5773747360883,"Xesp","Adult"
"1330","Xesp_000733","gland_secretory3",52.1187514814788,"Xesp","Adult"
"1331","Xesp_000734","gland_secretory3",93.7136061730989,"Xesp","Adult"
"1332","Xesp_000738","gland_secretory3",59.976767757105,"Xesp","Adult"
"1333","Xesp_000739","gland_secretory3",51.6731660302618,"Xesp","Adult"
"1334","Xesp_000788","epidermis3",16.7871763857731,"Xesp","Adult"
"1335","Xesp_000857","alga.hosting_cells",24.2100744333488,"Xesp","Adult"
"1336","Xesp_000923","neuron5",19.2793507876089,"Xesp","Adult"
"1337","Xesp_001059","gland_secretory5",14.6625869364919,"Xesp","Adult"
"1338","Xesp_001183","cnidocyte_precursor2",53.0545559080185,"Xesp","Adult"
"1339","Xesp_001187","neuron11",18.9009130079033,"Xesp","Adult"
"1340","Xesp_001196","gland_secretory1",21.8896676013178,"Xesp","Adult"
"1341","Xesp_001208","cnidocyte",323.39162165653,"Xesp","Adult"
"1342","Xesp_001210","cnidocyte",255.01330101616,"Xesp","Adult"
"1343","Xesp_001796","precursors",11.2007382780062,"Xesp","Adult"
"1344","Xesp_002038","gland_secretory2",13.9401639963631,"Xesp","Adult"
"1345","Xesp_002391","gland_secretory1",158.086584937108,"Xesp","Adult"
"1346","Xesp_002521","neuron5",18.5806419299769,"Xesp","Adult"
