new_name	cell_type_count	broad_type_count	cell_type	broad_type	FC
Galaxea_fascicularis_REEFv1___m1.3698.m1	3	3	adult_gland_5	adult_gland	2.03838930797317
Galaxea_fascicularis_REEFv1___m1.3698.m1	3	3	adult_neuron_13	adult_neuron	2.06108587152408
Galaxea_fascicularis_REEFv1___m1.3698.m1	3	3	adult_calicoblast	adult_calicoblast	3.17380780183154
Galaxea_fascicularis_REEFv1___m1.4549.m1	1	1	adult_neuron_10	adult_neuron	2.29523855885152
Galaxea_fascicularis_REEFv1___m1.18626.m1	2	1	adult_gland_5	adult_gland	2.11515849506176
Galaxea_fascicularis_REEFv1___m1.18626.m1	2	1	adult_gland_6	adult_gland	2.15688929735277
Galaxea_fascicularis_REEFv1___m1.16758.m1	1	1	adult_neuron_13	adult_neuron	2.67479698069574
Galaxea_fascicularis_REEFv1___m1.5046.m1	1	1	adult_germline_sperm	adult_germline	4.55019498509859
Galaxea_fascicularis_REEFv1___m1.20328.m1	1	1	adult_neuron_13	adult_neuron	3.44086415607195
Galaxea_fascicularis_REEFv1___m1.5847.m1	1	1	adult_epidermis_2	adult_epidermis	2.12668352053031
Galaxea_fascicularis_REEFv1___m1.6503.m1	1	1	adult_mitotic_host_cells	adult_mitotic	4.28781788694897
Galaxea_fascicularis_REEFv1___m1.9078.m1	2	1	adult_neuron_10	adult_neuron	3.91943161183144
Galaxea_fascicularis_REEFv1___m1.9078.m1	2	1	adult_neuron_9	adult_neuron	3.86689596434689
Galaxea_fascicularis_REEFv1___m1.9074.m1	2	2	adult_digestive_filaments	adult_digestive	2.68121820444693
Galaxea_fascicularis_REEFv1___m1.9074.m1	2	2	adult_gland_3_digestive	adult_gland	2.14512378783968
Galaxea_fascicularis_REEFv1___m1.19920.m1	1	1	adult_gland_5	adult_gland	2.09981102734289
Galaxea_fascicularis_REEFv1___m1.4631.m1	1	1	adult_neuron_10	adult_neuron	2.02824255412532
Galaxea_fascicularis_REEFv1___m1.2312.m1	1	1	adult_germline_sperm	adult_germline	3.21398843885056
Galaxea_fascicularis_REEFv1___m1.3979.m1	1	1	adult_germline_sperm	adult_germline	2.44380030900042
Galaxea_fascicularis_REEFv1___m1.2316.m1	1	1	adult_germline_sperm	adult_germline	2.41560490105033
Galaxea_fascicularis_REEFv1___m1.14521.m1	1	1	adult_germline_sperm	adult_germline	3.51396388409395
Galaxea_fascicularis_REEFv1___m1.5684.m1	1	1	adult_immune_2	adult_immune	2.03092445591672
Galaxea_fascicularis_REEFv1___m1.2157.m1	1	1	adult_germline_sperm	adult_germline	3.42552436689157
Galaxea_fascicularis_REEFv1___m1.7801.m1	1	1	adult_unknown	adult_unknown	2.79494336085584
Galaxea_fascicularis_REEFv1___m1.17893.m1	1	1	adult_germline_sperm	adult_germline	5.29638157059697
Galaxea_fascicularis_REEFv1___m1.9514.m1	4	2	adult_gland_3_digestive	adult_gland	34.1679329045824
Galaxea_fascicularis_REEFv1___m1.9514.m1	4	2	adult_gland_5	adult_gland	2.06037370263358
Galaxea_fascicularis_REEFv1___m1.9514.m1	4	2	adult_neuron_6	adult_neuron	2.29482352064921
Galaxea_fascicularis_REEFv1___m1.9514.m1	4	2	adult_gland_1	adult_gland	2.08869196733149
Galaxea_fascicularis_REEFv1___m1.8854.m1	1	1	adult_germline_sperm	adult_germline	2.22985976927428
Galaxea_fascicularis_REEFv1___m1.10175.m1	1	1	adult_neuron_13	adult_neuron	3.82660625309805
Galaxea_fascicularis_REEFv1___m1.5327.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.24062397818527
Galaxea_fascicularis_REEFv1___m1.5164.m1	2	1	adult_neuron_10	adult_neuron	2.07484451281033
Galaxea_fascicularis_REEFv1___m1.5164.m1	2	1	adult_neuron_12	adult_neuron	2.13502916797524
Galaxea_fascicularis_REEFv1___m1.1583.m1	1	1	adult_neuron_10	adult_neuron	2.19500003702936
Galaxea_fascicularis_REEFv1___m1.5969.m1	1	1	adult_immune_2	adult_immune	2.37292479404243
Galaxea_fascicularis_REEFv1___m1.10261.m1	1	1	adult_neuron_12	adult_neuron	2.09303088972326
Galaxea_fascicularis_REEFv1___m1.16161.m1	2	1	adult_neuron_1	adult_neuron	2.38021185145971
Galaxea_fascicularis_REEFv1___m1.16161.m1	2	1	adult_neuron_4	adult_neuron	2.16757655188658
Galaxea_fascicularis_REEFv1___m1.13186.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.12802598442592
Galaxea_fascicularis_REEFv1___m1.2438.m1	1	1	adult_neuron_10	adult_neuron	2.16968101587198
Galaxea_fascicularis_REEFv1___m1.14643.m1	1	1	adult_gland_2	adult_gland	2.07746443860339
Galaxea_fascicularis_REEFv1___m1.6466.m1	1	1	adult_neuron_13	adult_neuron	2.00934614730798
Galaxea_fascicularis_REEFv1___m1.6462.m1	1	1	adult_germline_sperm	adult_germline	2.91827895578373
Galaxea_fascicularis_REEFv1___m1.12775.m1	2	2	adult_gastrodermis_musclelike	adult_gastrodermis	2.34512807758399
Galaxea_fascicularis_REEFv1___m1.12775.m1	2	2	adult_alga-hosting_cells	adult_alga-hosting	2.80610749188841
Galaxea_fascicularis_REEFv1___m1.5250.m1	2	2	adult_neuron_10	adult_neuron	2.77234132953745
Galaxea_fascicularis_REEFv1___m1.5250.m1	2	2	adult_unknown	adult_unknown	2.74184994896541
Galaxea_fascicularis_REEFv1___m1.14484.m1	4	3	adult_neuron_11	adult_neuron	2.01035446675915
Galaxea_fascicularis_REEFv1___m1.14484.m1	4	3	adult_gastrodermis_musclelike	adult_gastrodermis	2.71403228231162
Galaxea_fascicularis_REEFv1___m1.14484.m1	4	3	adult_unknown	adult_unknown	2.28227072997265
Galaxea_fascicularis_REEFv1___m1.14484.m1	4	3	adult_gastrodermis	adult_gastrodermis	2.99848973146428
Galaxea_fascicularis_REEFv1___m1.3732.m1	1	1	adult_neuron_13	adult_neuron	2.41895155237205
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_1	adult_neuron	2.32564926787954
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_3	adult_neuron	2.57482625978379
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_4	adult_neuron	4.76135793903132
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_gland_5	adult_gland	2.20291935042688
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_5	adult_neuron	4.6633909100095
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_gland_6	adult_gland	2.7030363703377
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_6	adult_neuron	3.17881478803177
Galaxea_fascicularis_REEFv1___m1.14488.m1	8	2	adult_neuron_14	adult_neuron	2.04526001894995
Galaxea_fascicularis_REEFv1___m1.23453.m1	1	1	adult_neuron_13	adult_neuron	2.02408717411147
Galaxea_fascicularis_REEFv1___m1.16197.m1	1	1	adult_neuron_13	adult_neuron	2.31815545680365
Galaxea_fascicularis_REEFv1___m1.486.m1	2	2	adult_mitotic_host_cells	adult_mitotic	2.20858020126965
Galaxea_fascicularis_REEFv1___m1.486.m1	2	2	adult_unknown	adult_unknown	2.4551354105158
Galaxea_fascicularis_REEFv1___m1.6902.m1	1	1	adult_neuron_13	adult_neuron	2.1934435817758
Galaxea_fascicularis_REEFv1___m1.6906.m1	1	1	adult_immune_2	adult_immune	2.25990569350634
Galaxea_fascicularis_REEFv1___m1.15786.m1	2	1	adult_neuron_2	adult_neuron	2.7314797725881
Galaxea_fascicularis_REEFv1___m1.15786.m1	2	1	adult_neuron_4	adult_neuron	4.04418558797333
Galaxea_fascicularis_REEFv1___m1.2719.m1	4	2	adult_neuron_2	adult_neuron	7.22865726138269
Galaxea_fascicularis_REEFv1___m1.2719.m1	4	2	adult_neuron_13	adult_neuron	4.11135418949395
Galaxea_fascicularis_REEFv1___m1.2719.m1	4	2	adult_neuron_14	adult_neuron	2.49467428365899
Galaxea_fascicularis_REEFv1___m1.2719.m1	4	2	adult_calicoblast	adult_calicoblast	2.00081468938377
Galaxea_fascicularis_REEFv1___m1.2715.m1	2	2	adult_mitotic_host_cells	adult_mitotic	4.38531009929491
Galaxea_fascicularis_REEFv1___m1.2715.m1	2	2	adult_unknown	adult_unknown	9.51253114462404
Galaxea_fascicularis_REEFv1___m1.8615.m1	1	1	adult_neuron_13	adult_neuron	2.11650521435551
Galaxea_fascicularis_REEFv1___m1.16283.m1	5	1	adult_neuron_1	adult_neuron	2.6478311542097
Galaxea_fascicularis_REEFv1___m1.16283.m1	5	1	adult_neuron_3	adult_neuron	2.57333012423911
Galaxea_fascicularis_REEFv1___m1.16283.m1	5	1	adult_neuron_4	adult_neuron	2.28045703114168
Galaxea_fascicularis_REEFv1___m1.16283.m1	5	1	adult_neuron_5	adult_neuron	2.13875078524737
Galaxea_fascicularis_REEFv1___m1.16283.m1	5	1	adult_neuron_13	adult_neuron	2.98125967540236
Galaxea_fascicularis_REEFv1___m1.14765.m1	1	1	adult_unknown	adult_unknown	2.00443728962064
Galaxea_fascicularis_REEFv1___m1.3057.m1	1	1	adult_neuron_10	adult_neuron	2.08378875572561
Galaxea_fascicularis_REEFv1___m1.767.m1	2	1	adult_neuron_13	adult_neuron	9.70780319816351
Galaxea_fascicularis_REEFv1___m1.767.m1	2	1	adult_neuron_8	adult_neuron	20.3290688001697
Galaxea_fascicularis_REEFv1___m1.13903.m1	1	1	adult_neuron_10	adult_neuron	2.01076507837889
Galaxea_fascicularis_REEFv1___m1.10022.m1	5	4	adult_digestive_filaments	adult_digestive	4.89095643896918
Galaxea_fascicularis_REEFv1___m1.10022.m1	5	4	adult_gland_3_digestive	adult_gland	2.04969189029827
Galaxea_fascicularis_REEFv1___m1.10022.m1	5	4	adult_gastrodermis_musclelike	adult_gastrodermis	3.12798989873524
Galaxea_fascicularis_REEFv1___m1.10022.m1	5	4	adult_gland_6	adult_gland	2.89758285559592
Galaxea_fascicularis_REEFv1___m1.10022.m1	5	4	adult_neuron_6	adult_neuron	7.77114818149673
Galaxea_fascicularis_REEFv1___m1.17931.m1	2	2	adult_immune_2	adult_immune	2.7244323549902
Galaxea_fascicularis_REEFv1___m1.17931.m1	2	2	adult_epidermis_2	adult_epidermis	2.12790311652522
Galaxea_fascicularis_REEFv1___m1.3854.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	2.23331744590576
Galaxea_fascicularis_REEFv1___m1.19644.m1	1	1	adult_neuron_10	adult_neuron	10.1295980307945
Galaxea_fascicularis_REEFv1___m1.5567.m1	1	1	adult_neuron_10	adult_neuron	2.17381213753678
Galaxea_fascicularis_REEFv1___m1.19290.m1	2	2	adult_neuron_13	adult_neuron	2.05672419253717
Galaxea_fascicularis_REEFv1___m1.19290.m1	2	2	adult_germline_sperm	adult_germline	2.03831607987135
Galaxea_fascicularis_REEFv1___m1.406.m1	1	1	adult_neuron_10	adult_neuron	2.20075429156747
Galaxea_fascicularis_REEFv1___m1.9595.m1	1	1	adult_epidermis_2	adult_epidermis	2.18137586455932
Galaxea_fascicularis_REEFv1___m1.14249.m1	1	1	adult_mitotic_host_cells	adult_mitotic	4.5509729655811
Galaxea_fascicularis_REEFv1___m1.18277.m1	2	2	adult_gland_2	adult_gland	2.08222213563211
Galaxea_fascicularis_REEFv1___m1.18277.m1	2	2	adult_germline_sperm	adult_germline	2.96459043020852
Galaxea_fascicularis_REEFv1___m1.1625.m1	1	1	adult_germline_sperm	adult_germline	2.27069344872896
Galaxea_fascicularis_REEFv1___m1.6865.m1	1	1	adult_germline_sperm	adult_germline	2.07103921829676
Galaxea_fascicularis_REEFv1___m1.6869.m1	1	1	adult_neuron_2	adult_neuron	2.8158903440382
Galaxea_fascicularis_REEFv1___m1.5206.m1	2	2	adult_neuron_13	adult_neuron	2.46049688474305
Galaxea_fascicularis_REEFv1___m1.5206.m1	2	2	adult_germline_sperm	adult_germline	3.15881550118042
Galaxea_fascicularis_REEFv1___m1.17415.m1	1	1	adult_germline_sperm	adult_germline	2.00315986033992
Galaxea_fascicularis_REEFv1___m1.14086.m1	1	1	adult_neuron_10	adult_neuron	2.19655551889376
Galaxea_fascicularis_REEFv1___m1.4993.m1	1	1	adult_gastrodermis	adult_gastrodermis	2.35881550795121
Galaxea_fascicularis_REEFv1___m1.19128.m1	1	1	adult_neuron_10	adult_neuron	2.00199748944616
Galaxea_fascicularis_REEFv1___m1.7362.m1	1	1	adult_neuron_10	adult_neuron	3.29202988268415
Galaxea_fascicularis_REEFv1___m1.889.m1	1	1	adult_germline_sperm	adult_germline	2.42575285493125
Galaxea_fascicularis_REEFv1___m1.11352.m1	1	1	adult_neuron_10	adult_neuron	2.26166874709077
Galaxea_fascicularis_REEFv1___m1.20321.m1	2	2	adult_neuron_13	adult_neuron	2.30407620776192
Galaxea_fascicularis_REEFv1___m1.20321.m1	2	2	adult_germline_sperm	adult_germline	2.45257871330916
Galaxea_fascicularis_REEFv1___m1.3976.m1	3	2	adult_neuron_11	adult_neuron	2.42558983399183
Galaxea_fascicularis_REEFv1___m1.3976.m1	3	2	adult_neuron_13	adult_neuron	2.25477902193224
Galaxea_fascicularis_REEFv1___m1.3976.m1	3	2	adult_gland_1	adult_gland	2.51229980378803
Galaxea_fascicularis_REEFv1___m1.1101.m1	1	1	adult_neuron_13	adult_neuron	3.03373533279715
Galaxea_fascicularis_REEFv1___m1.14526.m1	2	2	adult_neuron_13	adult_neuron	4.0564880062444
Galaxea_fascicularis_REEFv1___m1.14526.m1	2	2	adult_germline_sperm	adult_germline	3.12405156551593
Galaxea_fascicularis_REEFv1___m1.6349.m1	1	1	adult_neuron_9	adult_neuron	3.21254404126005
Galaxea_fascicularis_REEFv1___m1.19766.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.88793480738343
Galaxea_fascicularis_REEFv1___m1.8058.m1	3	2	adult_neuron_10	adult_neuron	2.42567296592266
Galaxea_fascicularis_REEFv1___m1.8058.m1	3	2	adult_epidermis_1	adult_epidermis	2.56970135912219
Galaxea_fascicularis_REEFv1___m1.8058.m1	3	2	adult_epidermis_2	adult_epidermis	2.43253564236218
Galaxea_fascicularis_REEFv1___m1.18554.m1	1	1	adult_germline_sperm	adult_germline	2.21647735649137
Galaxea_fascicularis_REEFv1___m1.4477.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85561158199406
Galaxea_fascicularis_REEFv1___m1.18550.m1	1	1	adult_germline_sperm	adult_germline	2.44380030900042
Galaxea_fascicularis_REEFv1___m1.18558.m1	2	2	adult_gland_2	adult_gland	2.16943742988379
Galaxea_fascicularis_REEFv1___m1.18558.m1	2	2	adult_neuron_6	adult_neuron	2.32901137390861
Galaxea_fascicularis_REEFv1___m1.19210.m1	1	1	adult_neuron_13	adult_neuron	2.29128246470863
Galaxea_fascicularis_REEFv1___m1.2959.m1	1	1	adult_neuron_10	adult_neuron	3.17220868638573
Galaxea_fascicularis_REEFv1___m1.19409.m1	1	1	adult_germline_sperm	adult_germline	3.64059529763796
Galaxea_fascicularis_REEFv1___m1.18391.m1	3	1	adult_neuron_7	adult_neuron	3.43883864039065
Galaxea_fascicularis_REEFv1___m1.18391.m1	3	1	adult_neuron_14	adult_neuron	2.23105177305044
Galaxea_fascicularis_REEFv1___m1.18391.m1	3	1	adult_neuron_8	adult_neuron	4.32510051889877
Galaxea_fascicularis_REEFv1___m1.18395.m1	1	1	adult_gland_7	adult_gland	2.39635213719496
Galaxea_fascicularis_REEFv1___m1.13952.m1	1	1	adult_gland_7	adult_gland	5.23051663436168
Galaxea_fascicularis_REEFv1___m1.4112.m1	2	2	adult_immune_1	adult_immune	2.03751105612485
Galaxea_fascicularis_REEFv1___m1.4112.m1	2	2	adult_neuron_12	adult_neuron	2.22741518811123
Galaxea_fascicularis_REEFv1___m1.23173.m1	1	1	adult_neuron_13	adult_neuron	2.68468936886213
Galaxea_fascicularis_REEFv1___m1.9356.m1	1	1	adult_immune_1	adult_immune	3.79583026600824
Galaxea_fascicularis_REEFv1___m1.15665.m1	1	1	adult_neuron_13	adult_neuron	2.70890040148584
Galaxea_fascicularis_REEFv1___m1.18030.m1	1	1	adult_neuron_10	adult_neuron	2.21719559885093
Galaxea_fascicularis_REEFv1___m1.18835.m1	1	1	adult_neuron_13	adult_neuron	3.65914101114251
Galaxea_fascicularis_REEFv1___m1.15300.m1	4	2	adult_neuron_2	adult_neuron	2.10653143483379
Galaxea_fascicularis_REEFv1___m1.15300.m1	4	2	adult_neuron_4	adult_neuron	2.35263281212433
Galaxea_fascicularis_REEFv1___m1.15300.m1	4	2	adult_neuron_5	adult_neuron	2.40741896701085
Galaxea_fascicularis_REEFv1___m1.15300.m1	4	2	adult_gland_1	adult_gland	2.47192637036636
Galaxea_fascicularis_REEFv1___m1.8782.m1	2	2	adult_neuron_13	adult_neuron	2.30444252970903
Galaxea_fascicularis_REEFv1___m1.8782.m1	2	2	adult_germline_sperm	adult_germline	3.31138998366196
Galaxea_fascicularis_REEFv1___m1.2882.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.19450832355268
Galaxea_fascicularis_REEFv1___m1.15304.m1	1	1	adult_neuron_13	adult_neuron	2.24813114233989
Galaxea_fascicularis_REEFv1___m1.1223.m1	3	2	adult_gastrodermis_musclelike	adult_gastrodermis	4.17495904285245
Galaxea_fascicularis_REEFv1___m1.1223.m1	3	2	adult_unknown	adult_unknown	2.08655901761785
Galaxea_fascicularis_REEFv1___m1.1223.m1	3	2	adult_gastrodermis	adult_gastrodermis	2.32614995720998
Galaxea_fascicularis_REEFv1___m1.646.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.22473731706687
Galaxea_fascicularis_REEFv1___m1.5605.m1	1	1	adult_neuron_10	adult_neuron	2.2686207522062
Galaxea_fascicularis_REEFv1___m1.14485.m1	2	2	adult_gland_10	adult_gland	2.09928566960523
Galaxea_fascicularis_REEFv1___m1.14485.m1	2	2	adult_neuron_13	adult_neuron	3.37438065763437
Galaxea_fascicularis_REEFv1___m1.15946.m1	2	1	adult_gastrodermis_musclelike	adult_gastrodermis	2.20429534951851
Galaxea_fascicularis_REEFv1___m1.15946.m1	2	1	adult_gastrodermis	adult_gastrodermis	2.62212686198849
Galaxea_fascicularis_REEFv1___m1.19527.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.02717167722043
Galaxea_fascicularis_REEFv1___m1.16602.m1	1	1	adult_neuron_6	adult_neuron	2.5277600660329
Galaxea_fascicularis_REEFv1___m1.4238.m1	1	1	adult_gland_9	adult_gland	6.12911042039515
Galaxea_fascicularis_REEFv1___m1.20720.m1	1	1	adult_neuron_2	adult_neuron	3.25858609927214
Galaxea_fascicularis_REEFv1___m1.126.m1	1	1	adult_neuron_13	adult_neuron	2.1532574023949
Galaxea_fascicularis_REEFv1___m1.16280.m1	2	1	adult_neuron_8	adult_neuron	2.08447845404609
Galaxea_fascicularis_REEFv1___m1.16280.m1	2	1	adult_neuron_9	adult_neuron	2.75945048938439
Galaxea_fascicularis_REEFv1___m1.573.m1	3	1	adult_neuron_3	adult_neuron	2.86624198540739
Galaxea_fascicularis_REEFv1___m1.573.m1	3	1	adult_neuron_12	adult_neuron	3.40131373825813
Galaxea_fascicularis_REEFv1___m1.573.m1	3	1	adult_neuron_8	adult_neuron	2.04232908418199
Galaxea_fascicularis_REEFv1___m1.1349.m1	1	1	adult_gland_1	adult_gland	2.24262913481428
Galaxea_fascicularis_REEFv1___m1.17139.m1	1	1	adult_neuron_13	adult_neuron	2.85227573213085
Galaxea_fascicularis_REEFv1___m1.20200.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.30647226047388
Galaxea_fascicularis_REEFv1___m1.10023.m1	1	1	adult_neuron_10	adult_neuron	2.36177089882566
Galaxea_fascicularis_REEFv1___m1.3855.m1	1	1	adult_gland_2	adult_gland	2.00684206701785
Galaxea_fascicularis_REEFv1___m1.17936.m1	1	1	adult_neuron_13	adult_neuron	2.68655749099714
Galaxea_fascicularis_REEFv1___m1.1186.m1	2	2	adult_epidermis_2	adult_epidermis	3.24924230080059
Galaxea_fascicularis_REEFv1___m1.1186.m1	2	2	adult_calicoblast	adult_calicoblast	2.82814168863892
Galaxea_fascicularis_REEFv1___m1.9751.m1	1	1	adult_neuron_13	adult_neuron	2.30134358814418
Galaxea_fascicularis_REEFv1___m1.23576.m1	1	1	adult_neuron_10	adult_neuron	2.05981892714502
Galaxea_fascicularis_REEFv1___m1.2643.m1	1	1	adult_neuron_13	adult_neuron	2.58549351684279
Galaxea_fascicularis_REEFv1___m1.18437.m1	1	1	adult_germline_sperm	adult_germline	2.07103921829676
Galaxea_fascicularis_REEFv1___m1.16561.m1	2	2	adult_neuron_12	adult_neuron	4.69918658577636
Galaxea_fascicularis_REEFv1___m1.16561.m1	2	2	adult_gland_10	adult_gland	2.44600965643309
Galaxea_fascicularis_REEFv1___m1.20683.m1	1	1	adult_neuron_10	adult_neuron	4.20247779014631
Galaxea_fascicularis_REEFv1___m1.23052.m1	3	2	adult_neuron_10	adult_neuron	2.09276816368533
Galaxea_fascicularis_REEFv1___m1.23052.m1	3	2	adult_neuron_13	adult_neuron	2.03406279632824
Galaxea_fascicularis_REEFv1___m1.23052.m1	3	2	adult_epidermis_2	adult_epidermis	5.37636489202616
Galaxea_fascicularis_REEFv1___m1.2123.m1	1	1	adult_calicoblast	adult_calicoblast	2.02272478233409
Galaxea_fascicularis_REEFv1___m1.1463.m1	1	1	adult_neuron_10	adult_neuron	2.7475462321773
Galaxea_fascicularis_REEFv1___m1.16041.m1	1	1	adult_neuron_10	adult_neuron	2.07804046947569
Galaxea_fascicularis_REEFv1___m1.15381.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.11203341701044
Galaxea_fascicularis_REEFv1___m1.18714.m1	1	1	adult_neuron_7	adult_neuron	2.49800404446089
Galaxea_fascicularis_REEFv1___m1.10141.m1	1	1	adult_gland_2	adult_gland	2.82424593449903
Galaxea_fascicularis_REEFv1___m1.17098.m1	1	1	adult_immune_2	adult_immune	2.05121116085365
Galaxea_fascicularis_REEFv1___m1.171.m1	1	1	adult_neuron_8	adult_neuron	2.66837495947721
Galaxea_fascicularis_REEFv1___m1.23337.m1	1	1	adult_neuron_13	adult_neuron	2.38976640268537
Galaxea_fascicularis_REEFv1___m1.18396.m1	1	1	adult_calicoblast	adult_calicoblast	3.5766249731099
Galaxea_fascicularis_REEFv1___m1.15825.m1	1	1	adult_germline_sperm	adult_germline	2.07103921829676
Galaxea_fascicularis_REEFv1___m1.8300.m1	1	1	adult_unknown	adult_unknown	8.96328380592688
Galaxea_fascicularis_REEFv1___m1.15821.m1	3	3	adult_neuron_10	adult_neuron	2.01289245087719
Galaxea_fascicularis_REEFv1___m1.15821.m1	3	3	adult_gastrodermis	adult_gastrodermis	2.95185126749897
Galaxea_fascicularis_REEFv1___m1.15821.m1	3	3	adult_alga-hosting_cells	adult_alga-hosting	2.7813069019262
Galaxea_fascicularis_REEFv1___m1.17180.m1	1	1	adult_gland_2	adult_gland	2.03789126122711
Galaxea_fascicularis_REEFv1___m1.5776.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659
Galaxea_fascicularis_REEFv1___m1.9357.m1	2	1	adult_neuron_10	adult_neuron	2.12645340945092
Galaxea_fascicularis_REEFv1___m1.9357.m1	2	1	adult_neuron_12	adult_neuron	2.00871129582095
Galaxea_fascicularis_REEFv1___m1.13953.m1	1	1	adult_immune_1	adult_immune	2.30125048669839
Galaxea_fascicularis_REEFv1___m1.611.m1	1	1	adult_gland_2	adult_gland	2.71612707039546
Galaxea_fascicularis_REEFv1___m1.21108.m1	1	1	adult_neuron_6	adult_neuron	2.89380630380201
Galaxea_fascicularis_REEFv1___m1.21100.m1	1	1	adult_germline_sperm	adult_germline	2.03421596717505
Galaxea_fascicularis_REEFv1___m1.13790.m1	5	1	adult_neuron_1	adult_neuron	3.43347523427199
Galaxea_fascicularis_REEFv1___m1.13790.m1	5	1	adult_neuron_2	adult_neuron	2.19952049192506
Galaxea_fascicularis_REEFv1___m1.13790.m1	5	1	adult_neuron_11	adult_neuron	2.04177720318685
Galaxea_fascicularis_REEFv1___m1.13790.m1	5	1	adult_neuron_5	adult_neuron	2.21557756933112
Galaxea_fascicularis_REEFv1___m1.13790.m1	5	1	adult_neuron_9	adult_neuron	2.16841084960462
Galaxea_fascicularis_REEFv1___m1.14804.m1	3	1	adult_neuron_6	adult_neuron	2.4867497354727
Galaxea_fascicularis_REEFv1___m1.14804.m1	3	1	adult_neuron_7	adult_neuron	2.49144732526345
Galaxea_fascicularis_REEFv1___m1.14804.m1	3	1	adult_neuron_9	adult_neuron	2.02585629978605
Galaxea_fascicularis_REEFv1___m1.4755.m1	3	2	adult_neuron_12	adult_neuron	2.31701975714831
Galaxea_fascicularis_REEFv1___m1.4755.m1	3	2	adult_gland_7	adult_gland	6.08890897196839
Galaxea_fascicularis_REEFv1___m1.4755.m1	3	2	adult_neuron_9	adult_neuron	2.04541978486343
Galaxea_fascicularis_REEFv1___m1.10263.m1	2	2	adult_mitotic_host_cells	adult_mitotic	6.77925326320135
Galaxea_fascicularis_REEFv1___m1.10263.m1	2	2	adult_germline_sperm	adult_germline	17.2176319644008
Galaxea_fascicularis_REEFv1___m1.14645.m1	1	1	adult_gland_5	adult_gland	2.03745908438891
Galaxea_fascicularis_REEFv1___m1.15309.m1	1	1	adult_neuron_13	adult_neuron	2.6107057455357
Galaxea_fascicularis_REEFv1___m1.2887.m1	5	2	adult_neuron_10	adult_neuron	2.5700987261648
Galaxea_fascicularis_REEFv1___m1.2887.m1	5	2	adult_gland_6	adult_gland	2.47477838763408
Galaxea_fascicularis_REEFv1___m1.2887.m1	5	2	adult_neuron_14	adult_neuron	3.96520276428454
Galaxea_fascicularis_REEFv1___m1.2887.m1	5	2	adult_neuron_8	adult_neuron	3.04207557316572
Galaxea_fascicularis_REEFv1___m1.2887.m1	5	2	adult_neuron_9	adult_neuron	6.44675722153111
Galaxea_fascicularis_REEFv1___m1.15301.m1	2	2	adult_neuron_13	adult_neuron	2.99469885427689
Galaxea_fascicularis_REEFv1___m1.15301.m1	2	2	adult_germline_sperm	adult_germline	3.97995129947784
Galaxea_fascicularis_REEFv1___m1.4596.m1	1	1	adult_germline_sperm	adult_germline	2.24860789767629
Galaxea_fascicularis_REEFv1___m1.23455.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.59063129358641
Galaxea_fascicularis_REEFv1___m1.15146.m1	1	1	adult_neuron_13	adult_neuron	2.26246599452913
Galaxea_fascicularis_REEFv1___m1.7762.m1	1	1	adult_epidermis_2	adult_epidermis	2.03506052250132
Galaxea_fascicularis_REEFv1___m1.16603.m1	1	1	adult_germline_sperm	adult_germline	3.28097641199472
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_2	adult_neuron	4.56632027448305
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_13	adult_neuron	5.34540128205824
Galaxea_fascicularis_REEFv1___m1.22881.m1	2	2	adult_gland_10	adult_gland	7.66263292640677
Galaxea_fascicularis_REEFv1___m1.22881.m1	2	2	adult_neuron_13	adult_neuron	2.10625260184316
Galaxea_fascicularis_REEFv1___m1.18153.m1	1	1	adult_gland_9	adult_gland	5.72654137358005
Galaxea_fascicularis_REEFv1___m1.14572.m1	1	1	adult_neuron_13	adult_neuron	2.26566639173554
Galaxea_fascicularis_REEFv1___m1.574.m1	1	1	adult_germline_sperm	adult_germline	2.31127446893797
Galaxea_fascicularis_REEFv1___m1.3214.m1	1	1	adult_germline_sperm	adult_germline	3.21550150896619
Galaxea_fascicularis_REEFv1___m1.13714.m1	1	1	adult_neuron_13	adult_neuron	2.33020155896819
