new_name	cell_type_count	broad_type_count	cell_type	broad_type	FC	mid_range_cell_type_count	mid_range_broad_type_count
Galaxea_fascicularis_REEFv1___m1.7490.m1	1	1	adult_germline_sperm	adult_germline	4.08887728148484	0	0
Galaxea_fascicularis_REEFv1___m1.4760.m1	1	1	adult_neuron_12	adult_neuron	2.58880666471673	0	0
Galaxea_fascicularis_REEFv1___m1.3902.m1	1	1	adult_germline_sperm	adult_germline	3.84849393951975	0	0
Galaxea_fascicularis_REEFv1___m1.16612.m1	1	1	adult_neuron_13	adult_neuron	2.61596809229775	0	0
Galaxea_fascicularis_REEFv1___m1.14740.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.53471551079353	0	0
Galaxea_fascicularis_REEFv1___m1.6238.m1	1	1	adult_neuron_13	adult_neuron	5.32026360032986	0	0
Galaxea_fascicularis_REEFv1___m1.4005.m1	1	1	adult_germline_sperm	adult_germline	3.91782165298703	0	0
Galaxea_fascicularis_REEFv1___m1.17873.m1	1	1	adult_neuron_13	adult_neuron	3.44387846179679	0	0
Galaxea_fascicularis_REEFv1___m1.1477.m1	1	1	adult_neuron_10	adult_neuron	2.72366467966709	0	0
Galaxea_fascicularis_REEFv1___m1.1473.m1	1	1	adult_neuron_10	adult_neuron	3.03995523014896	0	0
